"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TNFRSF10C",-0.597243968253967,6.74940979166667,-2.60698562315792,0.0120218420663594,0.0756540777551315,-3.17937552369641
"C5AR1",-0.733003597883597,6.464335,-2.60430565648957,0.012104652440821,0.0756540777551315,-3.18541787098656
"BCL2",-0.317937354497352,7.93156166666667,-2.58217082561652,0.0128087832476202,0.0793932845926869,-3.23514486694761
"SNCA",-0.750446666666669,8.75291041666667,-2.5708263349392,0.0131839560754252,0.0810489102997451,-3.26050659702878
"NFIL3",-0.390949470899475,9.05953854166667,-2.55707573822828,0.0136521071545951,0.0828006232995092,-3.2911339806376
"FZD8",0.454975873015872,6.3569225,2.55599017000902,0.0136897030521855,0.0828006232995092,-3.29354661144626
"FCAR",-0.688605661375662,6.06024645833333,-2.54078272082854,0.0142263695435927,0.0848112363858926,-3.32726261132434
"GNLY",-0.662764973544973,5.91921708333333,-2.54017278148865,0.01424828771283,0.0848112363858926,-3.32861169454593
"TLR2",-0.540427724867726,9.03764083333333,-2.53561676659684,0.014412981345222,0.0851160315662719,-3.3386810201378
"NDUFA4L2",0.608246243386244,7.55107375,2.48744265661903,0.0162632395262015,0.0952924190988367,-3.44430352174404
"OAS3",0.612266772486771,8.69768625,2.48372983323649,0.0164144050233261,0.0954325873449192,-3.45237926724963
"TNFAIP3",-0.560341746031746,6.87885729166667,-2.46991427649628,0.0169881302772748,0.0980084439073544,-3.48234757258976
"HDAC11",-0.54070984126984,8.15096166666667,-2.46632190363462,0.0171402529358041,0.0981312190981152,-3.49011886164806
"MRC1",-1.00105142857143,7.4918,-2.45750222035707,0.0175189660963899,0.0994987601735817,-3.50916108058241
"GNG4",0.673483862433862,6.25445229166667,2.4546179194946,0.0176444468041152,0.0994987601735817,-3.51537697465477
"COL11A1",0.975214708994708,6.90417541666667,2.44767157257957,0.0179499827481555,0.100466321351617,-3.53032362497102
"SRP54",-0.224262328042323,8.23233625,-2.43933757099561,0.0183228504597693,0.100670274351263,-3.54821265468089
"NOTCH2",0.294124285714284,10.0493339583333,2.43894413014622,0.0183406246643093,0.100670274351263,-3.54905600584318
"MAP3K8",-0.722973492063494,8.67120979166667,-2.4378727734563,0.0183891034481641,0.100670274351263,-3.55135195091463
"CCND2",0.575694603174597,10.4993158333333,2.42348115856269,0.0190516160971437,0.103541391832303,-3.58211726484192
"DLL4",0.460665185185185,5.9009275,2.41781372630826,0.0193183609552399,0.104235760549855,-3.59419362194565
"FPR1",-0.636788888888885,9.06092291666667,-2.41270944317336,0.0195614732034695,0.104341115196731,-3.60505106644469
"THY1",0.599364603174607,9.88337354166667,2.41110148121055,0.0196386272385724,0.104341115196731,-3.60846767975883
"PPARG",-0.494621164021164,6.21954083333333,-2.40472525091742,0.0199472773368543,0.104341115196731,-3.62199837943927
"TGFBR1",-0.311470846560844,10.0183314583333,-2.40401098837608,0.0199821225087892,0.104341115196731,-3.6235123324683
"FAS",-0.442666031746032,6.2045175,-2.40296000415169,0.0200334941177723,0.104341115196731,-3.62573936018346
"CTSS",-0.66855767195767,11.0447791666667,-2.39361623664259,0.0204954597603194,0.105393212225263,-3.64550510758662
"CDH2",0.422731058201057,10.774878125,2.39319429049588,0.0205165453131845,0.105393212225263,-3.64639626171626
"CD45RO",-0.544542063492063,8.47026270833333,-2.38912413073254,0.0207209428008104,0.105719095922502,-3.6549861311539
"NRAS",0.213797248677247,9.50452,2.38130046413295,0.0211189790998223,0.107021853546397,-3.67146525686574
"LY96",-0.518771269841274,8.80939354166667,-2.3760381969789,0.0213905483825067,0.107670545549531,-3.68252529491889
"ITGAM",-0.466348042328042,6.97997208333333,-2.3688027941265,0.0217690596756314,0.108845298378157,-3.69770086157018
"NID2",0.708156402116403,7.35862083333333,2.35440129187219,0.0225403744613316,0.111955502291382,-3.72779768542478
"IL1RN",-0.606024179894179,4.98121520833333,-2.340761306668,0.023293375475358,0.114751333407091,-3.75616886891964
"CLEC7A",-0.534214179894178,8.300835,-2.33869707085429,0.0234092720150466,0.114751333407091,-3.76045107526118
"DUSP1",-0.662358359788362,11.654494375,-2.3174817848495,0.0246306185678568,0.119212677035,-3.80428727144499
"ITGAX",-0.521271216931217,9.44824875,-2.31539010459632,0.0247540629484956,0.119212677035,-3.8085919609932
"APOE",-0.419859788359787,13.5405479166667,-2.31467763022718,0.0247962368232801,0.119212677035,-3.81005752840623
"AREG",-1.08854280423281,5.37939895833333,-2.31100804942998,0.0250144693581151,0.119495872729849,-3.81760018716733
"HES1",0.458324285714286,8.186103125,2.30400038545847,0.025435984709036,0.119890832156439,-3.83197753668623
"PALMD",-0.390895396825396,7.76037895833333,-2.30203918215529,0.0255550808355591,0.119890832156439,-3.83599500233851
"PRKACB",-0.347149259259258,10.0648152083333,-2.30168386635416,0.0255767108600403,0.119890832156439,-3.83672256290254
"IL10RA",-0.556722486772484,8.419833125,-2.29643743951846,0.0258979941314105,0.120642829804707,-3.84745490863152
"VHL",0.204480476190474,7.25794979166667,2.28203232116811,0.026798703667906,0.123934556650202,-3.87682165005099
"IL6R",-0.383115978835978,7.61324583333333,-2.27988844331264,0.0269351103119772,0.123934556650202,-3.88117953603165
"TNFSF9",-0.411734232804234,4.58359854166667,-2.26714333605002,0.0277588522219952,0.126945970527417,-3.90701859208817
"H2AFX",0.33664597883598,7.926928125,2.25103856396331,0.0288316959965529,0.131053163620695,-3.93950177580618
"A2M",-0.502105291005291,12.7486229166667,-2.2472104849038,0.0290920578873008,0.131440020575154,-3.94719544216886
"IL1A",-0.43891031746032,6.493204375,-2.24243154757767,0.0294200155228784,0.13212581821652,-3.95678526478386
"CD84",-0.547630317460316,9.02105270833333,-2.2335617260005,0.0300374061733617,0.132764444322423,-3.97454034746407
"SYK",-0.477420529100531,8.17171,-2.23160687930725,0.0301750078659734,0.132764444322423,-3.97844576689739
"PDZK1IP1",-0.555625978835979,5.35023895833333,-2.23120641789928,0.0302032651251193,0.132764444322423,-3.97924547163689
"CXCR2",-0.479953597883598,5.87880895833333,-2.22856896397949,0.0303899543736246,0.132764444322423,-3.98450944611037
"SERPINA1",-0.590449259259261,8.429355625,-2.22744870968319,0.0304695588683534,0.132764444322423,-3.98674378075591
"EPCAM",-0.478142751322752,4.66486041666667,-2.22527802134818,0.0306243318237056,0.132764444322423,-3.99107059650419
"TSLP",-0.458505396825396,5.58227166666667,-2.22094191559283,0.0309355857692458,0.133343042108818,-3.99970345413779
"CD86",-0.42717031746032,7.24051479166667,-2.21157321859729,0.0316176572870818,0.135141665785726,-4.01830902713111
"API5",-0.148831904761902,10.092740625,-2.20699989586354,0.031955410857251,0.135141665785726,-4.02736804885494
"NECTIN1",-0.514530899470898,8.56337541666667,-2.2062504394594,0.0320110633000464,0.135141665785726,-4.02885114411244
"P4HA2",-0.392927407407408,7.09937833333333,-2.2054093505847,0.0320736220131457,0.135141665785726,-4.03051508110611
"DEPTOR",-0.442866772486775,7.92781458333333,-2.19688871413264,0.0327134830216825,0.137067666291966,-4.04734236632704
"CXCL5",-0.694101111111113,5.991668125,-2.19290013257795,0.0330168582877339,0.137570242865558,-4.05520107369674
"PIK3R5",-0.488175661375662,8.021145,-2.18610167977182,0.0335396762227643,0.138693764837051,-4.0685691498072
"GOT2",-0.273055396825397,9.17423395833333,-2.18459722628349,0.0336563536004577,0.138693764837051,-4.07152282718657
"CCL7",-0.747028359788361,5.76502416666667,-2.17556506922118,0.0343643865811054,0.140699041381039,-4.08922053137183
"ELOB",0.332064074074072,6.755059375,2.17362505037941,0.0345181648188149,0.140699041381039,-4.09301398034651
"RNLS",-0.423640211640211,6.45056333333333,-2.16113439572243,0.0355228327459081,0.144011484105033,-4.11737123051872
"SIRPB2",-0.4663082010582,7.110646875,-2.14872542844048,0.0365462905317668,0.147364074724866,-4.14145481150929
"HDAC3",0.211563915343911,8.28459708333333,2.1391205283953,0.0373561586733995,0.149373791106628,-4.16001769217412
"LYZ",-0.843893227513229,10.80876625,-2.13810112118148,0.0374430303040615,0.149373791106628,-4.16198381687354
"TBXAS1",-0.476265185185188,8.9138975,-2.12964034712637,0.038170900037094,0.151471825544024,-4.17827216979763
"CCNE1",0.304292539682541,6.46828645833333,2.12712676261775,0.0383895153892469,0.151537560747027,-4.18310093382405
"PDK1",-0.328351640211642,8.51247791666667,-2.11982397623345,0.0390308966605308,0.153262683221979,-4.19710328848101
"CCL3/L1",-0.900586243386241,10.180005,-2.1092161885723,0.0399792429659386,0.155867344563799,-4.21737153039828
"HLA-DOA",-0.45092894179894,7.18871104166667,-2.10529857585681,0.0403345401982866,0.155867344563799,-4.22483555038555
"LAIR1",-0.523143544973548,8.80557270833333,-2.10345078055293,0.0405030762499447,0.155867344563799,-4.22835205590859
"ISG15",0.662173968253969,10.2245333333333,2.10145768547847,0.0406855542338655,0.155867344563799,-4.23214220181357
"LILRB2",-0.466427089947092,7.30361,-2.09973603020056,0.0408437580307102,0.155867344563799,-4.23541376272663
"LILRA1",-0.41961671957672,6.66243416666667,-2.0986789905604,0.0409411558387577,0.155867344563799,-4.23742128856096
"IL1B",-0.700104814814814,6.99915770833333,-2.08652305728043,0.0420758821157556,0.159378341347559,-4.26044729968442
"ERBB2",0.404067830687826,8.19892291666667,2.08287517944735,0.0424217084820556,0.159880810862019,-4.26733543825291
"CCR5",-0.423319470899471,6.65559708333333,-2.08034744365211,0.0426627935072699,0.159985475652262,-4.27210256134283
"SGK1",-0.44801825396825,11.079046875,-2.06664747748602,0.0439903098454845,0.164142947184644,-4.29785555904138
"PIAS4",0.202240158730158,8.31817770833333,2.05905551778236,0.0447413263187982,0.166118785837122,-4.31206552251281
"LILRA5",-0.577335238095238,5.8367375,-2.05251109280886,0.0453976353135381,0.167725253621446,-4.32427964087774
"PVR",0.305803386243387,7.19498583333333,2.03787011368378,0.0468962461263353,0.171627467079553,-4.35148650488648
"ITPK1",-0.34958126984127,9.89852958333333,-2.03561242351532,0.047131113015941,0.171627467079553,-4.35566733446621
"ARG2",-0.283689047619047,6.81027729166667,-2.03259500150281,0.0474466057150976,0.171627467079553,-4.36124896227961
"EGFR",1.27910338624339,10.7073404166667,2.03192970805416,0.0475164124686632,0.171627467079553,-4.36247868492135
"TAPBPL",-0.238472698412696,7.70924958333333,-2.03115304322564,0.0475980175367293,0.171627467079553,-4.36391383686042
"CCL4",-0.876578253968255,8.442801875,-2.01349310751945,0.0494865963103197,0.176945766461434,-4.3964217617862
"TLR5",-0.386160529100528,6.90309708333333,-2.01295803566693,0.0495448146092015,0.176945766461434,-4.39740296972978
"TAP2",0.27968021164021,8.3172125,2.00664684100317,0.0502359802067878,0.178511429440356,-4.40895973632363
"ICAM1",-0.53816402116402,8.46363416666667,-2.00462431003719,0.0504592307218072,0.178511429440356,-4.412656812335
"HLA-DRA",-0.508153439153439,12.6717875,-1.98578986944317,0.0525796494098531,0.184374641690492,-4.44693357443542
"CXCL3",-0.617208042328043,6.66883,-1.98554050018118,0.0526082310956872,0.184374641690492,-4.4473855617709
"ALDOA",-0.266877248677249,12.8204958333333,-1.96626548672595,0.0548583125275891,0.19136620649159,-4.48217604681185
"VCAM1",0.448082275132275,8.634204375,1.95843476893038,0.0557957848211482,0.193539495898816,-4.49622764574474
"ANGPTL4",-0.61278687830688,9.19824833333333,-1.95676521934352,0.0559974274800574,0.193539495898816,-4.49921734204976
"CTAG1B",0.498494993650794,2.16537499583333,1.94825308471032,0.0570352418983068,0.196222162494175,-4.51442639135191
"ARID1A",0.161807195767196,9.3029875,1.94359124235864,0.0576105772790947,0.197296497531146,-4.52273195223519
"GPSM3",-0.346492116402114,8.43058770833333,-1.9301975039779,0.0592912788535848,0.20212935972813,-4.54649966824427
"PTPRC",-0.462303756613754,7.73806604166667,-1.92340893984233,0.0601590286905958,0.204159599628719,-4.55849252274068
"CDKN1A",-0.415307248677246,9.73210729166667,-1.87629876741955,0.0664846832838439,0.22399435528426,-4.64071771198537
"IER3",-0.695812116402116,7.90224520833333,-1.87472014205758,0.0667060795592159,0.22399435528426,-4.64344258660953
"TGFBR2",-0.391939841269835,8.708788125,-1.87334357992182,0.066899647444899,0.22399435528426,-4.6458170620238
"SELL",-0.469424179894181,6.32115270833333,-1.8690351951514,0.0675085609237319,0.22502853641244,-4.65323899147543
"NOS2",0.531888095238095,4.38344895833333,1.86380260745622,0.0682544059103414,0.226400544852877,-4.66223315039107
"TNFAIP6",0.352633809523808,7.28940270833333,1.86192385345092,0.0685238982421374,0.226400544852877,-4.66545717012027
"NCAM1",-0.331170582010582,11.1475641666667,-1.85753600775068,0.0691568112793146,0.22664065635649,-4.672975933134
"MLH1",0.137874550264554,8.282100625,1.85723129363804,0.0692009470741817,0.22664065635649,-4.67349750358683
"TNFSF8",-0.388158571428574,6.426589375,-1.84110230296101,0.0715713771025727,0.232423423594678,-4.70099914649906
"CD14",-0.519765714285715,10.5385741666667,-1.8410014348407,0.071586414467161,0.232423423594678,-4.70117048253539
"IL18R1",-0.48513105820106,4.41530520833333,-1.83036752080826,0.0731867422575405,0.235869014090029,-4.71918764788474
"CASP9",-0.155393439153441,7.39472166666667,-1.82546559943518,0.0739345400808875,0.235869014090029,-4.7274624709925
"CXCL6",-0.726306719576717,5.883834375,-1.82477392043971,0.0740405734224516,0.235869014090029,-4.7286285242905
"RASAL1",-0.47279158730159,5.85745854166667,-1.82409055624077,0.074145457854068,0.235869014090029,-4.72978018255031
"PTPN11",-0.177468783068784,11.0955166666667,-1.82360462137306,0.0742201164336624,0.235869014090029,-4.73059888918793
"TWIST1",0.569955767195766,4.81578583333333,1.81826691892246,0.0750443702258906,0.23656652364107,-4.73957938684504
"HLA-DMA",-0.457735238095237,10.1823291666667,-1.8180988801631,0.0750704435020995,0.23656652364107,-4.73986173389609
"GOT1",-0.374366031746034,8.46364625,-1.81351399835385,0.0757847902520382,0.237506136337081,-4.74755670418738
"TRIM21",-0.261385132275135,7.50496229166667,-1.81212732110116,0.0760019636278661,0.237506136337081,-4.74988067788171
