ENSG00000007933.12	FMO3	0
ENSG00000007944.14	MYLIP	525
ENSG00000007952.17	NOX1	0
ENSG00000007968.6	E2F2	75
ENSG00000008018.8	PSMB1	1153
ENSG00000008056.13	SYN1	1
ENSG00000008083.13	JARID2	388
ENSG00000008086.11	CDKL5	78
ENSG00000008118.9	CAMK1G	0
ENSG00000008128.22	CDK11A	321
ENSG00000008130.15	NADK	1072
ENSG00000008196.12	TFAP2B	0
ENSG00000008197.4	TFAP2D	0
ENSG00000008226.19	DLEC1	47
ENSG00000008256.15	CYTH3	379
ENSG00000008277.14	ADAM22	55
ENSG00000008282.8	SYPL1	1623
ENSG00000008283.15	CYB561	1054
ENSG00000008294.20	SPAG9	763
ENSG00000008300.16	CELSR3	229
ENSG00000008311.14	AASS	5
ENSG00000008323.15	PLEKHG6	122
ENSG00000008324.11	SS18L2	205
ENSG00000008382.15	MPND	179
ENSG00000008394.12	MGST1	1348
ENSG00000008405.11	CRY1	587
ENSG00000008438.4	PGLYRP1	0
ENSG00000008441.16	NFIX	2614
ENSG00000008513.15	ST3GAL1	2711
ENSG00000008516.16	MMP25	5
ENSG00000008517.16	IL32	26
ENSG00000008710.19	PKD1	3720
ENSG00000008735.13	MAPK8IP2	32
ENSG00000008838.19	MED24	473
ENSG00000008853.16	RHOBTB2	587
ENSG00000008869.11	HEATR5B	682
ENSG00000008952.16	SEC62	2383
ENSG00000008988.9	RPS20	8963
ENSG00000009307.15	CSDE1	10402
ENSG00000009335.17	UBE3C	1965
ENSG00000009413.15	REV3L	335
ENSG00000009694.13	TENM1	20
ENSG00000009709.11	PAX7	0
ENSG00000009724.16	MASP2	23
ENSG00000009765.14	IYD	1
ENSG00000009780.15	FAM76A	195
ENSG00000009790.14	TRAF3IP3	14
ENSG00000009830.11	POMT2	684
ENSG00000009844.15	VTA1	514
ENSG00000009950.15	MLXIPL	128
ENSG00000009954.10	BAZ1B	2866
ENSG00000010017.12	RANBP9	872
ENSG00000010030.13	ETV7	7
ENSG00000010072.15	SPRTN	295
ENSG00000010165.19	METTL13	659
ENSG00000010219.13	DYRK4	47
ENSG00000010244.18	ZNF207	2477
ENSG00000010256.10	UQCRC1	2684
ENSG00000010270.13	STARD3NL	394
ENSG00000010278.13	CD9	8174
ENSG00000010282.14	HHATL	0
ENSG00000010292.12	NCAPD2	761
ENSG00000010295.19	IFFO1	15
ENSG00000010310.8	GIPR	30
ENSG00000010318.20	PHF7	27
ENSG00000010319.6	SEMA3G	6
ENSG00000010322.15	NISCH	1485
ENSG00000010327.10	STAB1	513
ENSG00000010361.13	FUZ	167
ENSG00000010379.15	SLC6A13	17
ENSG00000010404.17	IDS	2702
ENSG00000010438.16	PRSS3	1
ENSG00000010539.11	ZNF200	98
ENSG00000010610.9	CD4	109
ENSG00000010626.14	LRRC23	86
ENSG00000010671.15	BTK	15
ENSG00000010704.18	HFE	277
ENSG00000010803.16	SCMH1	396
ENSG00000010810.17	FYN	654
ENSG00000010818.9	HIVEP2	517
ENSG00000010932.16	FMO1	1
ENSG00000011007.12	ELOA	928
ENSG00000011009.10	LYPLA2	1504
ENSG00000011021.22	CLCN6	521
ENSG00000011028.13	MRC2	1158
ENSG00000011052.21	NME1-NME2	10
ENSG00000011083.8	SLC6A7	0
ENSG00000011105.13	TSPAN9	510
ENSG00000011114.14	BTBD7	762
ENSG00000011132.11	APBA3	172
ENSG00000011143.16	MKS1	232
ENSG00000011198.9	ABHD5	289
ENSG00000011201.11	ANOS1	87
ENSG00000011243.17	AKAP8L	3057
ENSG00000011258.15	MBTD1	551
ENSG00000011260.13	UTP18	385
ENSG00000011275.18	RNF216	536
ENSG00000011295.15	TTC19	495
ENSG00000011304.19	PTBP1	4262
ENSG00000011332.19	DPF1	38
ENSG00000011347.9	SYT7	75
ENSG00000011376.10	LARS2	303
ENSG00000011405.13	PIK3C2A	766
ENSG00000011422.11	PLAUR	438
ENSG00000011426.10	ANLN	465
ENSG00000011451.19	WIZ	1013
ENSG00000011454.16	RABGAP1	506
ENSG00000011465.16	DCN	37
ENSG00000011478.11	QPCTL	138
ENSG00000011485.14	PPP5C	1079
ENSG00000011523.13	CEP68	262
ENSG00000011566.14	MAP4K3	539
ENSG00000011590.13	ZBTB32	0
ENSG00000011600.11	TYROBP	195
ENSG00000011638.10	TMEM159	115
ENSG00000011677.12	GABRA3	32
ENSG00000012048.21	BRCA1	81
ENSG00000012061.15	ERCC1	641
ENSG00000012124.16	CD22	84
ENSG00000012171.19	SEMA3B	3785
ENSG00000012174.11	MBTPS2	186
ENSG00000012211.12	PRICKLE3	158
ENSG00000012223.12	LTF	11
ENSG00000012232.8	EXTL3	314
ENSG00000012504.14	NR1H4	1
ENSG00000012660.13	ELOVL5	1057
ENSG00000012779.10	ALOX5	169
ENSG00000012817.15	KDM5D	0
ENSG00000012822.15	CALCOCO1	1802
ENSG00000012963.14	UBR7	457
ENSG00000012983.11	MAP4K5	583
ENSG00000013016.15	EHD3	182
ENSG00000013275.7	PSMC4	2334
ENSG00000013288.8	MAN2B2	312
ENSG00000013293.5	SLC7A14	0
ENSG00000013297.11	CLDN11	13
ENSG00000013306.15	SLC25A39	2349
ENSG00000013364.18	MVP	2616
ENSG00000013374.16	NUB1	1112
ENSG00000013375.15	PGM3	594
ENSG00000013392.7	RWDD2A	74
ENSG00000013441.15	CLK1	1821
ENSG00000013503.9	POLR3B	306
ENSG00000013523.9	ANGEL1	706
ENSG00000013561.17	RNF14	726
ENSG00000013563.13	DNASE1L1	832
ENSG00000013573.16	DDX11	821
ENSG00000013583.9	HEBP1	267
ENSG00000013588.8	GPRC5A	1871
ENSG00000013619.13	MAMLD1	196
ENSG00000013725.14	CD6	2
ENSG00000013810.18	TACC3	289
ENSG00000014123.9	UFL1	728
ENSG00000014138.8	POLA2	65
ENSG00000014164.6	ZC3H3	821
ENSG00000014216.15	CAPN1	6866
ENSG00000014257.15	ACPP	17
ENSG00000014641.17	MDH1	1547
ENSG00000014824.13	SLC30A9	742
ENSG00000014914.20	MTMR11	279
ENSG00000014919.12	COX15	365
ENSG00000015133.18	CCDC88C	519
ENSG00000015153.14	YAF2	151
ENSG00000015171.19	ZMYND11	1661
ENSG00000015285.10	WAS	17
ENSG00000015413.9	DPEP1	1
ENSG00000015475.18	BID	608
ENSG00000015479.18	MATR3	360
ENSG00000015520.14	NPC1L1	5
ENSG00000015532.9	XYLT2	424
ENSG00000015568.12	RGPD5	5
ENSG00000015592.16	STMN4	0
ENSG00000015676.17	NUDCD3	601
ENSG00000016082.14	ISL1	6
ENSG00000016391.10	CHDH	99
ENSG00000016402.13	IL20RA	12
ENSG00000016490.15	CLCA1	0
ENSG00000016602.9	CLCA4	1
ENSG00000016864.18	GLT8D1	528
ENSG00000017260.19	ATP2C1	1707
ENSG00000017427.16	IGF1	21
ENSG00000017483.14	SLC38A5	1510
ENSG00000017797.12	RALBP1	1437
ENSG00000018189.12	RUFY3	212
ENSG00000018236.14	CNTN1	9
ENSG00000018280.16	SLC11A1	238
ENSG00000018408.14	WWTR1	619
ENSG00000018510.14	AGPS	448
ENSG00000018607.6	ZNF806	0
ENSG00000018610.14	CXorf56	243
ENSG00000018625.14	ATP1A2	1
ENSG00000018699.12	TTC27	258
ENSG00000018869.16	ZNF582	36
ENSG00000019102.11	VSIG2	151
ENSG00000019144.18	PHLDB1	1400
ENSG00000019169.10	MARCO	202
ENSG00000019186.9	CYP24A1	18
ENSG00000019485.13	PRDM11	364
ENSG00000019505.7	SYT13	93
ENSG00000019549.11	SNAI2	7
ENSG00000019582.14	CD74	11635
ENSG00000019991.16	HGF	6
ENSG00000019995.6	ZRANB1	692
ENSG00000020129.15	NCDN	716
ENSG00000020181.17	ADGRA2	14
ENSG00000020219.9	CCT8L1P	1
ENSG00000020256.19	ZFP64	307
ENSG00000020426.10	MNAT1	343
ENSG00000020577.13	SAMD4A	373
ENSG00000020633.18	RUNX3	786
ENSG00000020922.12	MRE11	581
ENSG00000021300.13	PLEKHB1	732
ENSG00000021355.12	SERPINB1	704
ENSG00000021461.16	CYP3A43	6
ENSG00000021488.12	SLC7A9	2
ENSG00000021574.12	SPAST	369
ENSG00000021645.18	NRXN3	184
ENSG00000021762.19	OSBPL5	90
ENSG00000021776.10	AQR	414
ENSG00000021826.15	CPS1	12
ENSG00000021852.12	C8B	0
ENSG00000022267.16	FHL1	203
ENSG00000022277.12	RTF2	2042
ENSG00000022355.16	GABRA1	0
ENSG00000022556.15	NLRP2	5
ENSG00000022567.9	SLC45A4	1205
ENSG00000022840.15	RNF10	4233
ENSG00000022976.15	ZNF839	134
ENSG00000023041.11	ZDHHC6	483
ENSG00000023171.17	GRAMD1B	20
ENSG00000023191.16	RNH1	1418
ENSG00000023228.13	NDUFS1	1886
ENSG00000023287.12	RB1CC1	884
ENSG00000023318.7	ERP44	683
ENSG00000023330.14	ALAS1	601
ENSG00000023445.13	BIRC3	155
ENSG00000023516.8	AKAP11	1628
ENSG00000023572.9	GLRX2	210
ENSG00000023608.4	SNAPC1	279
ENSG00000023697.12	DERA	190
ENSG00000023734.10	STRAP	1606
ENSG00000023839.11	ABCC2	16
ENSG00000023892.10	DEF6	156
ENSG00000023902.13	PLEKHO1	81
ENSG00000023909.9	GCLM	1354
ENSG00000024048.10	UBR2	979
ENSG00000024422.11	EHD2	363
ENSG00000024526.16	DEPDC1	203
ENSG00000024862.17	CCDC28A	312
ENSG00000025039.14	RRAGD	375
ENSG00000025156.12	HSF2	125
ENSG00000025293.16	PHF20	447
ENSG00000025423.11	HSD17B6	6
ENSG00000025434.18	NR1H3	122
ENSG00000025708.13	TYMP	553
ENSG00000025770.18	NCAPH2	425
ENSG00000025772.7	TOMM34	1431
ENSG00000025796.13	SEC63	2245
ENSG00000025800.13	KPNA6	1547
ENSG00000026025.15	VIM	866
ENSG00000026036.22	RTEL1-TNFRSF6B	139
ENSG00000026103.21	FAS	203
ENSG00000026297.15	RNASET2	2409
ENSG00000026508.18	CD44	370
ENSG00000026559.13	KCNG1	36
ENSG00000026652.13	AGPAT4	76
ENSG00000026751.16	SLAMF7	10
ENSG00000026950.16	BTN3A1	534
ENSG00000027001.9	MIPEP	178
ENSG00000027075.14	PRKCH	85
ENSG00000027644.4	INSRR	2
ENSG00000027697.14	IFNGR1	1571
ENSG00000027847.13	B4GALT7	309
ENSG00000027869.11	SH2D2A	49
ENSG00000028116.17	VRK2	214
ENSG00000028137.18	TNFRSF1B	174
ENSG00000028203.17	VEZT	884
ENSG00000028277.21	POU2F2	18
ENSG00000028310.17	BRD9	2116
ENSG00000028528.14	SNX1	1160
ENSG00000028839.9	TBPL1	289
ENSG00000029153.14	ARNTL2	103
ENSG00000029363.16	BCLAF1	2884
ENSG00000029364.11	SLC39A9	826
ENSG00000029534.20	ANK1	15
ENSG00000029559.6	IBSP	10
ENSG00000029639.10	TFB1M	48
ENSG00000029725.16	RABEP1	526
ENSG00000029993.14	HMGB3	1038
ENSG00000030066.13	NUP160	815
ENSG00000030110.12	BAK1	416
ENSG00000030304.13	MUSK	1
ENSG00000030419.16	IKZF2	878
ENSG00000030582.17	GRN	1911
ENSG00000031003.10	FAM13B	609
ENSG00000031081.10	ARHGAP31	90
ENSG00000031691.6	CENPQ	62
ENSG00000031698.12	SARS	3877
ENSG00000031823.14	RANBP3	438
ENSG00000032219.18	ARID4A	388
ENSG00000032389.12	EIPR1	534
ENSG00000032444.16	PNPLA6	801
ENSG00000032742.17	IFT88	135
ENSG00000033011.12	ALG1	317
ENSG00000033030.13	ZCCHC8	630
ENSG00000033050.8	ABCF2	472
ENSG00000033100.16	CHPF2	1195
ENSG00000033122.18	LRRC7	19
ENSG00000033170.16	FUT8	238
ENSG00000033178.12	UBA6	537
ENSG00000033327.12	GAB2	533
ENSG00000033627.16	ATP6V0A1	758
ENSG00000033800.13	PIAS1	443
ENSG00000033867.16	SLC4A7	445
ENSG00000034053.14	APBA2	487
ENSG00000034152.18	MAP2K3	793
ENSG00000034239.10	EFCAB1	1
ENSG00000034510.5	TMSB10	9567
ENSG00000034533.11	ASTE1	90
ENSG00000034677.12	RNF19A	1411
ENSG00000034693.14	PEX3	144
ENSG00000034713.7	GABARAPL2	857
ENSG00000034971.16	MYOC	4
ENSG00000035115.21	SH3YL1	1634
ENSG00000035141.7	FAM136A	1334
ENSG00000035403.17	VCL	2684
ENSG00000035499.12	DEPDC1B	182
ENSG00000035664.11	DAPK2	225
ENSG00000035681.8	NSMAF	336
ENSG00000035687.9	ADSS	1552
ENSG00000035720.7	STAP1	0
ENSG00000035862.12	TIMP2	614
ENSG00000035928.15	RFC1	672
ENSG00000036054.12	TBC1D23	634
ENSG00000036257.12	CUL3	1344
ENSG00000036448.9	MYOM2	0
ENSG00000036473.7	OTC	0
ENSG00000036530.8	CYP46A1	24
ENSG00000036549.12	AC118549.1	989
ENSG00000036565.14	SLC18A1	0
ENSG00000036672.15	USP2	122
ENSG00000036828.16	CASR	0
ENSG00000037042.8	TUBG2	170
ENSG00000037241.7	RPL26L1	300
ENSG00000037280.15	FLT4	45
ENSG00000037474.14	NSUN2	2963
ENSG00000037637.10	FBXO42	499
ENSG00000037749.12	MFAP3	290
ENSG00000037757.13	MRI1	536
ENSG00000037897.16	METTL1	257
ENSG00000037965.5	HOXC8	5
ENSG00000038002.8	AGA	184
ENSG00000038210.12	PI4K2B	181
ENSG00000038219.12	BOD1L1	386
ENSG00000038274.16	MAT2B	1517
ENSG00000038295.7	TLL1	1
ENSG00000038358.14	EDC4	939
ENSG00000038382.19	TRIO	3893
ENSG00000038427.15	VCAN	253
ENSG00000038532.15	CLEC16A	931
ENSG00000038945.14	MSR1	192
ENSG00000039068.18	CDH1	4716
ENSG00000039123.15	MTREX	840
ENSG00000039139.9	DNAH5	205
ENSG00000039319.16	ZFYVE16	216
ENSG00000039523.19	RIPOR1	771
ENSG00000039537.13	C6	0
ENSG00000039560.13	RAI14	1285
ENSG00000039600.10	SOX30	21
ENSG00000039650.11	PNKP	737
ENSG00000039987.6	BEST2	1
ENSG00000040199.18	PHLPP2	247
ENSG00000040275.16	SPDL1	253
ENSG00000040341.17	STAU2	421
ENSG00000040487.12	PQLC2	198
ENSG00000040531.14	CTNS	144
ENSG00000040608.13	RTN4R	131
ENSG00000040633.12	PHF23	398
ENSG00000040731.10	CDH10	0
ENSG00000040933.15	INPP4A	623
ENSG00000041353.9	RAB27B	24
ENSG00000041357.15	PSMA4	1141
ENSG00000041515.15	MYO16	3
ENSG00000041802.10	LSG1	1245
ENSG00000041880.14	PARP3	199
ENSG00000041982.15	TNC	22
ENSG00000041988.15	THAP3	100
ENSG00000042062.11	RIPOR3	6
ENSG00000042088.13	TDP1	205
ENSG00000042286.14	AIFM2	134
ENSG00000042304.11	C2orf83	0
ENSG00000042317.16	SPATA7	42
ENSG00000042429.11	MED17	299
ENSG00000042445.13	RETSAT	531
ENSG00000042493.15	CAPG	1180
ENSG00000042753.11	AP2S1	499
ENSG00000042781.12	USH2A	54
ENSG00000042813.7	ZPBP	0
ENSG00000042832.11	TG	30
ENSG00000042980.12	ADAM28	62
ENSG00000043039.6	BARX2	33
ENSG00000043093.13	DCUN1D1	959
ENSG00000043143.20	JADE2	659
ENSG00000043355.11	ZIC2	3
ENSG00000043462.11	LCP2	41
ENSG00000043514.16	TRIT1	465
ENSG00000043591.5	ADRB1	2
ENSG00000044012.3	GUCA2B	0
ENSG00000044090.8	CUL7	1074
ENSG00000044115.20	CTNNA1	4988
ENSG00000044446.11	PHKA2	388
ENSG00000044459.14	CNTLN	130
ENSG00000044524.10	EPHA3	1
ENSG00000044574.7	HSPA5	13449
ENSG00000046604.12	DSG2	3686
ENSG00000046647.13	GEMIN8	79
ENSG00000046651.14	OFD1	602
ENSG00000046653.14	GPM6B	15
ENSG00000046774.9	MAGEC2	0
ENSG00000046889.18	PREX2	505
ENSG00000047056.15	WDR37	454
ENSG00000047188.15	YTHDC2	232
ENSG00000047230.14	CTPS2	129
ENSG00000047249.17	ATP6V1H	391
ENSG00000047315.15	POLR2B	1577
ENSG00000047346.12	FAM214A	218
ENSG00000047365.11	ARAP2	178
ENSG00000047410.13	TPR	2379
ENSG00000047457.13	CP	24294
ENSG00000047578.12	KIAA0556	372
ENSG00000047579.19	DTNBP1	170
ENSG00000047597.6	XK	43
ENSG00000047617.14	ANO2	25
ENSG00000047621.11	C12orf4	152
ENSG00000047634.14	SCML1	157
ENSG00000047644.18	WWC3	677
ENSG00000047648.21	ARHGAP6	14
ENSG00000047662.4	FAM184B	16
ENSG00000047849.21	MAP4	2340
ENSG00000047932.13	GOPC	961
ENSG00000047936.10	ROS1	0
ENSG00000048028.11	USP28	419
ENSG00000048052.21	HDAC9	494
ENSG00000048140.17	TSPAN17	1241
ENSG00000048162.20	NOP16	530
ENSG00000048342.15	CC2D2A	53
ENSG00000048392.11	RRM2B	771
ENSG00000048405.9	ZNF800	254
ENSG00000048462.10	TNFRSF17	0
ENSG00000048471.13	SNX29	196
ENSG00000048540.14	LMO3	83
ENSG00000048544.5	MRPS10	599
ENSG00000048545.13	GUCA1A	0
ENSG00000048649.13	RSF1	915
ENSG00000048707.15	VPS13D	1519
ENSG00000048740.18	CELF2	70
ENSG00000048828.16	FAM120A	4358
ENSG00000048991.16	R3HDM1	749
ENSG00000049089.14	COL9A2	297
ENSG00000049130.15	KITLG	35
ENSG00000049167.14	ERCC8	77
ENSG00000049192.14	ADAMTS6	0
ENSG00000049239.12	H6PD	1197
ENSG00000049245.12	VAMP3	923
ENSG00000049246.14	PER3	635
ENSG00000049247.13	UTS2	5
ENSG00000049249.8	TNFRSF9	8
ENSG00000049283.17	EPN3	379
ENSG00000049323.15	LTBP1	987
ENSG00000049449.9	RCN1	859
ENSG00000049540.16	ELN	44
ENSG00000049541.10	RFC2	402
ENSG00000049618.23	ARID1B	722
ENSG00000049656.13	CLPTM1L	3184
ENSG00000049759.17	NEDD4L	153
ENSG00000049768.14	FOXP3	4
ENSG00000049769.12	PPP1R3F	24
ENSG00000049860.13	HEXB	308
ENSG00000049883.14	PTCD2	89
ENSG00000050030.14	NEXMIF	5
ENSG00000050130.17	JKAMP	907
ENSG00000050165.17	DKK3	128
ENSG00000050327.14	ARHGEF5	598
ENSG00000050344.8	NFE2L3	104
ENSG00000050393.11	MCUR1	783
ENSG00000050405.13	LIMA1	285
ENSG00000050426.15	LETMD1	967
ENSG00000050438.16	SLC4A8	143
ENSG00000050555.17	LAMC3	10
ENSG00000050628.20	PTGER3	100
ENSG00000050730.15	TNIP3	1
ENSG00000050748.17	MAPK9	533
ENSG00000050767.16	COL23A1	868
ENSG00000050820.16	BCAR1	868
ENSG00000051009.10	FAM160A2	760
ENSG00000051108.14	HERPUD1	1809
ENSG00000051128.18	HOMER3	252
ENSG00000051180.16	RAD51	16
ENSG00000051341.13	POLQ	71
ENSG00000051382.8	PIK3CB	463
ENSG00000051523.10	CYBA	3589
ENSG00000051596.9	THOC3	722
ENSG00000051620.10	HEBP2	2005
ENSG00000051825.14	MPHOSPH9	537
ENSG00000052126.14	PLEKHA5	217
ENSG00000052344.15	PRSS8	1844
ENSG00000052723.11	SIKE1	793
ENSG00000052749.13	RRP12	962
ENSG00000052795.12	FNIP2	243
ENSG00000052802.12	MSMO1	657
ENSG00000052841.14	TTC17	1771
ENSG00000052850.6	ALX4	0
ENSG00000053108.16	FSTL4	0
ENSG00000053254.15	FOXN3	1000
ENSG00000053328.8	METTL24	0
ENSG00000053371.12	AKR7A2	590
ENSG00000053372.4	MRTO4	811
ENSG00000053438.9	NNAT	7
ENSG00000053501.12	USE1	359
ENSG00000053524.12	MCF2L2	6
ENSG00000053702.14	NRIP2	48
ENSG00000053747.16	LAMA3	5663
ENSG00000053770.11	AP5M1	640
ENSG00000053900.10	ANAPC4	337
ENSG00000053918.16	KCNQ1	23
ENSG00000054116.11	TRAPPC3	699
ENSG00000054118.14	THRAP3	2287
ENSG00000054148.17	PHPT1	1264
ENSG00000054179.11	ENTPD2	201
ENSG00000054219.10	LY75	78
ENSG00000054267.21	ARID4B	1137
ENSG00000054277.13	OPN3	163
ENSG00000054282.15	SDCCAG8	199
ENSG00000054356.13	PTPRN	5
ENSG00000054392.12	HHAT	37
ENSG00000054523.17	KIF1B	1754
ENSG00000054598.7	FOXC1	228
ENSG00000054611.13	TBC1D22A	256
ENSG00000054654.16	SYNE2	1283
ENSG00000054690.13	PLEKHH1	386
