"ensembl_gene_rec","gene_name","d0_rc","d6_rc"
"ENSG00000133315.10","MACROD1",546,525
"ENSG00000133316.15","WDR74",1228,1344
"ENSG00000133317.14","LGALS12",2,3
"ENSG00000133318.13","RTN3",3571,3369
"ENSG00000133321.10","RARRES3",297,74
"ENSG00000133328.3","HRASLS2",11,4
"ENSG00000133392.17","MYH11",2,2
"ENSG00000133393.12","FOPNL",323,440
"ENSG00000133398.3","MED10",714,1093
"ENSG00000133401.15","PDZD2",730,1112
"ENSG00000133422.12","MORC2",765,643
"ENSG00000133424.20","LARGE1",220,92
"ENSG00000133433.10","GSTT2B",19,28
"ENSG00000133454.15","MYO18B",1,NA
"ENSG00000133460.19","SLC2A11",106,118
"ENSG00000133466.13","C1QTNF6",200,201
"ENSG00000133477.16","FAM83F",3,NA
"ENSG00000133488.14","SEC14L4",1,NA
"ENSG00000133519.12","ZDHHC8P1",61,85
"ENSG00000133561.15","GIMAP6",21,13
"ENSG00000133574.9","GIMAP4",12,18
"ENSG00000133597.10","ADCK2",143,141
"ENSG00000133606.10","MKRN1",1086,1043
"ENSG00000133612.18","AGAP3",700,655
"ENSG00000133619.17","KRBA1",109,93
"ENSG00000133624.13","ZNF767P",188,192
"ENSG00000133627.17","ACTR3B",104,115
"ENSG00000133636.10","NTS",5,NA
"ENSG00000133639.4","BTG1",854,600
"ENSG00000133640.19","LRRIQ1",261,60
"ENSG00000133641.17","C12orf29",244,248
"ENSG00000133657.15","ATP13A3",2005,1996
"ENSG00000133661.15","SFTPD",15,18
"ENSG00000133665.12","DYDC2",75,48
"ENSG00000133678.13","TMEM254",411,315
"ENSG00000133687.15","TMTC1",1890,2403
"ENSG00000133703.11","KRAS",1138,1409
"ENSG00000133704.9","IPO8",839,1199
"ENSG00000133706.17","LARS",2998,2833
"ENSG00000133710.15","SPINK5",42,21
"ENSG00000133731.9","IMPA1",602,600
"ENSG00000133739.15","LRRCC1",113,141
"ENSG00000133740.10","E2F5",380,431
"ENSG00000133773.11","CCDC59",494,611
"ENSG00000133789.14","SWAP70",643,1005
"ENSG00000133794.17","ARNTL",72,137
"ENSG00000133800.8","LYVE1",31,NA
"ENSG00000133805.15","AMPD3",262,91
"ENSG00000133812.15","SBF2",1157,979
"ENSG00000133816.15","MICAL2",1721,2138
"ENSG00000133818.13","RRAS2",668,832
"ENSG00000133835.15","HSD17B4",1143,1719
"ENSG00000133858.15","ZFC3H1",1050,1176
"ENSG00000133863.8","TEX15",57,58
"ENSG00000133872.13","SARAF",5041,4702
"ENSG00000133874.1","RNF122",141,169
"ENSG00000133884.9","DPF2",731,974
"ENSG00000133895.14","MEN1",749,994
"ENSG00000133935.6","ERG28",488,946
"ENSG00000133937.4","GSC",65,60
"ENSG00000133943.20","DGLUCY",930,1098
"ENSG00000133958.13","UNC79",18,30
"ENSG00000133961.20","NUMB",1041,1219
"ENSG00000133962.7","CATSPERB",154,34
"ENSG00000133983.14","COX16",542,831
"ENSG00000133985.2","TTC9",959,312
"ENSG00000133997.11","MED6",718,703
"ENSG00000134001.12","EIF2S1",1706,2449
"ENSG00000134007.3","ADAM20",9,9
"ENSG00000134013.15","LOXL2",270,214
"ENSG00000134014.16","ELP3",630,999
"ENSG00000134028.14","ADAMDEC1",NA,30
"ENSG00000134030.13","CTIF",374,156
"ENSG00000134042.12","MRO",3,1
"ENSG00000134046.11","MBD2",558,515
"ENSG00000134049.5","IER3IP1",368,381
"ENSG00000134056.11","MRPS36",369,613
"ENSG00000134057.14","CCNB1",1861,6512
"ENSG00000134058.11","CDK7",434,513
"ENSG00000134061.5","CD180",39,15
"ENSG00000134070.4","IRAK2",6,13
"ENSG00000134072.10","CAMK1",174,157
"ENSG00000134077.15","THUMPD3",586,814
"ENSG00000134086.7","VHL",943,1475
"ENSG00000134107.4","BHLHE40",3250,1218
"ENSG00000134108.12","ARL8B",1087,1405
"ENSG00000134109.10","EDEM1",843,1111
"ENSG00000134115.12","CNTN6",4,4
"ENSG00000134121.9","CHL1",76,64
"ENSG00000134138.19","MEIS2",324,223
"ENSG00000134146.11","DPH6",211,270
"ENSG00000134152.10","KATNBL1",419,469
"ENSG00000134153.9","EMC7",681,871
"ENSG00000134160.13","TRPM1",1,3
"ENSG00000134183.11","GNAT2",5,NA
"ENSG00000134184.12","GSTM1",649,423
"ENSG00000134186.11","PRPF38B",1616,1957
"ENSG00000134198.9","TSPAN2",96,31
"ENSG00000134201.11","GSTM5",4,3
"ENSG00000134202.10","GSTM3",118,243
"ENSG00000134215.15","VAV3",17,58
"ENSG00000134222.16","PSRC1",167,584
"ENSG00000134240.11","HMGCS2",4,NA
"ENSG00000134242.15","PTPN22",30,16
"ENSG00000134243.11","SORT1",4236,5570
"ENSG00000134245.17","WNT2B",36,34
"ENSG00000134247.9","PTGFRN",1123,1126
"ENSG00000134248.13","LAMTOR5",979,1489
"ENSG00000134250.19","NOTCH2",3624,2358
"ENSG00000134253.9","TRIM45",196,138
"ENSG00000134255.13","CEPT1",744,722
"ENSG00000134256.12","CD101",58,21
"ENSG00000134258.16","VTCN1",436,686
"ENSG00000134259.3","NGF",NA,2
"ENSG00000134262.12","AP4B1",423,255
"ENSG00000134265.12","NAPG",605,772
"ENSG00000134278.15","SPIRE1",188,447
"ENSG00000134283.17","PPHLN1",857,913
"ENSG00000134285.10","FKBP11",524,379
"ENSG00000134287.9","ARF3",3588,6256
"ENSG00000134291.11","TMEM106C",1022,1762
"ENSG00000134294.13","SLC38A2",3039,4063
"ENSG00000134297.6","PLEKHA8P1",59,42
"ENSG00000134308.13","YWHAQ",5502,6456
"ENSG00000134313.15","KIDINS220",1388,1917
"ENSG00000134317.17","GRHL1",209,267
"ENSG00000134318.13","ROCK2",948,840
"ENSG00000134321.11","RSAD2",33,38
"ENSG00000134323.11","MYCN",3,19
"ENSG00000134324.11","LPIN1",2122,1377
"ENSG00000134326.11","CMPK2",49,81
"ENSG00000134330.18","IAH1",170,135
"ENSG00000134333.13","LDHA",26880,12286
"ENSG00000134339.8","SAA2",26,16
"ENSG00000134343.12","ANO3",6,NA
"ENSG00000134352.19","IL6ST",1366,1205
"ENSG00000134363.11","FST",8,NA
"ENSG00000134369.15","NAV1",632,709
"ENSG00000134371.12","CDC73",842,985
"ENSG00000134375.10","TIMM17A",1345,1962
"ENSG00000134376.15","CRB1",1,1
"ENSG00000134398.14","ERN2",4,5
"ENSG00000134419.15","RPS15A",5279,4278
"ENSG00000134440.11","NARS",2316,2809
"ENSG00000134443.9","GRP",NA,1
"ENSG00000134444.14","RELCH",483,506
"ENSG00000134452.19","FBH1",522,506
"ENSG00000134453.15","RBM17",1026,1159
"ENSG00000134460.17","IL2RA",NA,1
"ENSG00000134461.15","ANKRD16",79,70
"ENSG00000134463.14","ECHDC3",42,48
"ENSG00000134470.20","IL15RA",21,53
"ENSG00000134480.14","CCNH",329,633
"ENSG00000134489.6","HRH4",NA,1
"ENSG00000134490.13","TMEM241",90,79
"ENSG00000134504.13","KCTD1",274,321
"ENSG00000134508.12","CABLES1",208,98
"ENSG00000134516.16","DOCK2",60,47
"ENSG00000134531.9","EMP1",5339,2469
"ENSG00000134532.16","SOX5",10,8
"ENSG00000134533.6","RERG",8,NA
"ENSG00000134538.2","SLCO1B1",60,44
"ENSG00000134539.16","KLRD1",3,1
"ENSG00000134545.13","KLRC1",1,NA
"ENSG00000134548.10","SPX",10,27
"ENSG00000134569.9","LRP4",18,2
"ENSG00000134574.11","DDB2",125,201
"ENSG00000134575.9","ACP2",336,376
"ENSG00000134588.12","USP26",1,NA
"ENSG00000134590.13","RTL8C",1105,1256
"ENSG00000134595.8","SOX3",4,2
"ENSG00000134597.15","RBMX2",308,321
"ENSG00000134602.15","STK26",574,923
"ENSG00000134627.11","PIWIL4",11,8
"ENSG00000134644.15","PUM1",2740,2516
"ENSG00000134668.12","SPOCD1",3,12
"ENSG00000134684.10","YARS",1300,2916
"ENSG00000134686.18","PHC2",904,732
"ENSG00000134690.10","CDCA8",335,996
"ENSG00000134697.12","GNL2",1723,1788
"ENSG00000134698.10","AGO4",747,723
"ENSG00000134709.10","HOOK1",1119,1485
"ENSG00000134716.10","CYP2J2",23,50
"ENSG00000134717.17","BTF3L4",1192,1576
"ENSG00000134744.13","TUT4",700,617
"ENSG00000134748.12","PRPF38A",1101,1320
"ENSG00000134755.15","DSC2",512,318
"ENSG00000134757.4","DSG3",1,1
"ENSG00000134758.13","RNF138",369,426
"ENSG00000134759.13","ELP2",754,551
"ENSG00000134762.16","DSC3",24,8
"ENSG00000134765.9","DSC1",NA,2
"ENSG00000134769.21","DTNA",15,7
"ENSG00000134775.15","FHOD3",109,45
"ENSG00000134779.14","TPGS2",584,632
"ENSG00000134780.9","DAGLA",148,125
"ENSG00000134802.17","SLC43A3",817,978
"ENSG00000134809.8","TIMM10",386,878
"ENSG00000134815.18","DHX34",308,264
"ENSG00000134817.10","APLNR",NA,1
"ENSG00000134824.13","FADS2",293,3021
"ENSG00000134825.15","TMEM258",828,1110
"ENSG00000134830.5","C5AR2",37,3
"ENSG00000134851.12","TMEM165",886,701
"ENSG00000134852.14","CLOCK",511,631
"ENSG00000134853.11","PDGFRA",14,7
"ENSG00000134864.10","GGACT",27,36
"ENSG00000134871.18","COL4A2",6280,11188
"ENSG00000134873.9","CLDN10",1,NA
"ENSG00000134874.17","DZIP1",260,349
"ENSG00000134882.15","UBAC2",817,995
"ENSG00000134884.14","ARGLU1",7539,6129
"ENSG00000134897.13","BIVM",155,181
"ENSG00000134899.19","ERCC5",71,83
"ENSG00000134900.11","TPP2",864,762
"ENSG00000134901.12","KDELC1",68,81
"ENSG00000134905.16","CARS2",1228,1148
"ENSG00000134909.18","ARHGAP32",250,222
"ENSG00000134910.13","STT3A",1433,1804
"ENSG00000134917.9","ADAMTS8",3,NA
"ENSG00000134940.13","ACRV1",NA,3
"ENSG00000134954.14","ETS1",192,382
"ENSG00000134955.11","SLC37A2",31,46
"ENSG00000134962.6","KLB",NA,2
"ENSG00000134970.13","TMED7",1259,1262
"ENSG00000134982.16","APC",387,528
"ENSG00000134986.13","NREP",900,515
"ENSG00000134987.11","WDR36",702,825
"ENSG00000134996.11","OSTF1",403,841
"ENSG00000135002.11","RFK",926,815
"ENSG00000135018.13","UBQLN1",2600,3133
"ENSG00000135040.15","NAA35",436,687
"ENSG00000135045.6","C9orf40",146,340
"ENSG00000135046.13","ANXA1",6252,3839
"ENSG00000135047.14","CTSL",1431,1389
"ENSG00000135048.13","CEMIP2",824,592
"ENSG00000135049.15","AGTPBP1",585,626
"ENSG00000135052.16","GOLM1",1944,1796
"ENSG00000135063.19","FAM189A2",186,35
"ENSG00000135069.13","PSAT1",546,2161
"ENSG00000135070.14","ISCA1",860,975
"ENSG00000135074.15","ADAM19",250,28
"ENSG00000135077.8","HAVCR2",35,27
"ENSG00000135083.15","CCNJL",164,150
"ENSG00000135090.13","TAOK3",205,216
"ENSG00000135093.12","USP30",257,288
"ENSG00000135094.10","SDS",7,1
"ENSG00000135097.6","MSI1",237,303
"ENSG00000135100.17","HNF1A",4,12
"ENSG00000135108.14","FBXO21",1242,1006
"ENSG00000135111.15","TBX3",423,1382
"ENSG00000135114.12","OASL",19,15
"ENSG00000135116.9","HRK",267,207
"ENSG00000135119.14","RNFT2",148,363
"ENSG00000135124.14","P2RX4",302,344
"ENSG00000135127.11","BICDL1",232,362
"ENSG00000135144.7","DTX1",17,13
"ENSG00000135148.11","TRAFD1",421,837
"ENSG00000135164.18","DMTF1",1496,1145
"ENSG00000135185.11","TMEM243",213,199
"ENSG00000135205.14","CCDC146",222,132
"ENSG00000135211.5","TMEM60",161,237
"ENSG00000135218.18","CD36",105,67
"ENSG00000135241.16","PNPLA8",372,540
"ENSG00000135245.9","HILPDA",128,118
"ENSG00000135248.15","FAM71F1",11,2
"ENSG00000135249.7","RINT1",279,353
"ENSG00000135250.16","SRPK2",869,1108
"ENSG00000135253.13","KCP",54,21
"ENSG00000135269.17","TES",1594,1170
"ENSG00000135272.10","MDFIC",29,25
"ENSG00000135297.15","MTO1",124,290
"ENSG00000135299.16","ANKRD6",312,454
"ENSG00000135312.6","HTR1B",1,NA
"ENSG00000135314.12","KHDC1",5,3
"ENSG00000135315.11","CEP162",72,61
"ENSG00000135316.17","SYNCRIP",2601,2903
"ENSG00000135317.12","SNX14",573,620
"ENSG00000135318.11","NT5E",46,36
"ENSG00000135324.5","MRAP2",29,12
"ENSG00000135333.13","EPHA7",12,51
"ENSG00000135334.8","AKIRIN2",240,295
"ENSG00000135336.14","ORC3",237,269
"ENSG00000135338.13","LCA5",112,65
"ENSG00000135341.17","MAP3K7",296,421
"ENSG00000135362.13","PRR5L",245,205
"ENSG00000135363.11","LMO2",33,126
"ENSG00000135365.15","PHF21A",326,440
"ENSG00000135372.8","NAT10",1883,1574
"ENSG00000135373.12","EHF",5190,6018
"ENSG00000135374.9","ELF5",1,1
"ENSG00000135378.3","PRRG4",646,658
"ENSG00000135387.20","CAPRIN1",5029,5501
"ENSG00000135390.18","ATP5MC2",3667,3316
"ENSG00000135392.16","DNAJC14",595,980
"ENSG00000135404.11","CD63",4579,8040
"ENSG00000135406.13","PRPH",NA,4
"ENSG00000135407.10","AVIL",176,48
"ENSG00000135409.10","AMHR2",2,1
"ENSG00000135414.9","GDF11",199,494
"ENSG00000135423.12","GLS2",26,50
"ENSG00000135424.16","ITGA7",297,313
"ENSG00000135436.8","FAM186B",4,11
"ENSG00000135437.9","RDH5",51,75
"ENSG00000135439.11","AGAP2",2,4
"ENSG00000135441.7","BLOC1S1",327,748
"ENSG00000135446.16","CDK4",2117,3189
"ENSG00000135447.16","PPP1R1A",3,5
"ENSG00000135451.12","TROAP",657,1936
"ENSG00000135452.9","TSPAN31",463,509
"ENSG00000135454.13","B4GALNT1",73,44
"ENSG00000135457.9","TFCP2",636,640
"ENSG00000135469.13","COQ10A",130,148
"ENSG00000135472.8","FAIM2",13,9
"ENSG00000135473.14","PAN2",1108,1064
"ENSG00000135476.11","ESPL1",553,1232
"ENSG00000135477.11","KRT87P",2,3
"ENSG00000135480.15","KRT7",12436,3197
"ENSG00000135482.6","ZC3H10",161,285
"ENSG00000135486.17","HNRNPA1",30605,28168
"ENSG00000135502.17","SLC26A10",30,17
"ENSG00000135503.12","ACVR1B",597,484
"ENSG00000135506.15","OS9",2768,2174
"ENSG00000135519.7","KCNH3",17,12
"ENSG00000135521.8","LTV1",167,220
"ENSG00000135525.18","MAP7",470,472
"ENSG00000135535.16","CD164",1844,1722
"ENSG00000135537.16","AFG1L",39,45
"ENSG00000135540.11","NHSL1",32,93
"ENSG00000135541.20","AHI1",212,130
"ENSG00000135547.8","HEY2",48,57
"ENSG00000135549.14","PKIB",38,15
"ENSG00000135587.8","SMPD2",109,97
"ENSG00000135596.17","MICAL1",96,89
"ENSG00000135597.18","REPS1",279,276
"ENSG00000135604.9","STX11",3,2
"ENSG00000135605.12","TEC",193,212
"ENSG00000135617.3","PRADC1",153,336
"ENSG00000135622.12","SEMA4F",87,117
"ENSG00000135624.15","CCT7",5542,6959
"ENSG00000135631.16","RAB11FIP5",205,241
"ENSG00000135632.11","SMYD5",533,433
"ENSG00000135636.13","DYSF",36,14
"ENSG00000135637.13","CCDC142",206,276
"ENSG00000135643.4","KCNMB4",65,148
"ENSG00000135655.15","USP15",556,577
"ENSG00000135677.10","GNS",2111,2808
"ENSG00000135678.11","CPM",72,52
"ENSG00000135679.23","MDM2",1359,1704
"ENSG00000135686.12","KLHL36",547,598
"ENSG00000135697.9","BCO1",2,NA
"ENSG00000135698.9","MPHOSPH6",130,148
"ENSG00000135702.14","CHST5",20,15
"ENSG00000135709.12","KIAA0513",15,55
"ENSG00000135720.12","DYNC1LI2",1998,2309
"ENSG00000135722.8","FBXL8",105,86
"ENSG00000135723.13","FHOD1",262,226
"ENSG00000135736.5","CCDC102A",102,70
"ENSG00000135740.16","SLC9A5",12,20
"ENSG00000135744.7","AGT",16,1
"ENSG00000135747.11","ZNF670-ZNF695",8,18
"ENSG00000135749.18","PCNX2",466,228
"ENSG00000135750.14","KCNK1",446,705
"ENSG00000135763.9","URB2",297,427
"ENSG00000135766.8","EGLN1",1615,771
"ENSG00000135773.12","CAPN9",14,16
"ENSG00000135775.13","COG2",557,673
"ENSG00000135776.4","ABCB10",416,418
"ENSG00000135778.11","NTPCR",549,553
"ENSG00000135801.9","TAF5L",524,773
"ENSG00000135821.18","GLUL",5610,4582
"ENSG00000135823.13","STX6",769,989
"ENSG00000135828.11","RNASEL",87,82
"ENSG00000135829.16","DHX9",4293,4950
"ENSG00000135835.11","KIAA1614",29,26
"ENSG00000135837.15","CEP350",817,766
"ENSG00000135838.13","NPL",32,110
"ENSG00000135842.16","FAM129A",189,475
"ENSG00000135845.9","PIGC",338,307
"ENSG00000135862.5","LAMC1",3495,4101
"ENSG00000135870.11","RC3H1",870,593
"ENSG00000135898.9","GPR55",NA,3
"ENSG00000135899.17","SP110",113,85
"ENSG00000135900.3","MRPL44",335,492
"ENSG00000135905.19","DOCK10",42,14
"ENSG00000135912.10","TTLL4",454,386
"ENSG00000135913.10","USP37",461,636
"ENSG00000135914.5","HTR2B",3,NA
"ENSG00000135916.15","ITM2C",1158,3608
"ENSG00000135917.14","SLC19A3",840,1052
"ENSG00000135919.12","SERPINE2",146,153
"ENSG00000135924.15","DNAJB2",1403,1080
"ENSG00000135925.8","WNT10A",380,266
"ENSG00000135926.14","TMBIM1",2000,2115
"ENSG00000135929.8","CYP27A1",34,137
"ENSG00000135930.13","EIF4E2",1189,1428
"ENSG00000135931.17","ARMC9",374,318
"ENSG00000135932.10","CAB39",1072,1399
"ENSG00000135940.6","COX5B",3125,4715
"ENSG00000135945.9","REV1",683,684
"ENSG00000135951.14","TSGA10",217,148
"ENSG00000135953.10","MFSD9",191,326
"ENSG00000135956.8","TMEM127",1801,1758
"ENSG00000135960.9","EDAR",29,25
"ENSG00000135966.12","TGFBRAP1",642,734
"ENSG00000135968.20","GCC2",848,556
"ENSG00000135972.8","MRPS9",435,632
"ENSG00000135974.9","C2orf49",475,499
"ENSG00000135976.18","ANKRD36",176,136
"ENSG00000135999.11","EPC2",740,434
"ENSG00000136002.18","ARHGEF4",62,151
"ENSG00000136003.15","ISCU",683,1230
"ENSG00000136010.13","ALDH1L2",22,128
"ENSG00000136014.11","USP44",13,22
"ENSG00000136021.18","SCYL2",836,1372
"ENSG00000136026.13","CKAP4",489,660
"ENSG00000136040.8","PLXNC1",36,62
"ENSG00000136044.11","APPL2",408,420
"ENSG00000136045.11","PWP1",898,846
"ENSG00000136048.13","DRAM1",85,197
"ENSG00000136051.14","WASHC4",611,594
"ENSG00000136052.9","SLC41A2",1097,280
"ENSG00000136059.14","VILL",329,504
"ENSG00000136068.14","FLNB",7754,8043
"ENSG00000136098.16","NEK3",64,59
"ENSG00000136099.13","PCDH8",7,3
"ENSG00000136100.13","VPS36",1064,741
"ENSG00000136104.20","RNASEH2B",419,279
"ENSG00000136108.14","CKAP2",1104,2539
"ENSG00000136111.13","TBC1D4",644,369
"ENSG00000136114.16","THSD1",19,10
"ENSG00000136122.15","BORA",212,580
"ENSG00000136141.14","LRCH1",173,151
"ENSG00000136143.15","SUCLA2",390,759
"ENSG00000136144.11","RCBTB1",510,780
"ENSG00000136146.14","MED4",298,332
"ENSG00000136147.17","PHF11",346,274
"ENSG00000136149.6","RPL13AP25",45,14
"ENSG00000136152.14","COG3",284,295
"ENSG00000136153.19","LMO7",2403,2487
"ENSG00000136155.16","SCEL",150,92
"ENSG00000136156.13","ITM2B",2058,2051
"ENSG00000136158.11","SPRY2",888,2489
"ENSG00000136159.3","NUDT15",442,632
"ENSG00000136160.15","EDNRB",NA,2
"ENSG00000136161.12","RCBTB2",115,95
"ENSG00000136167.13","LCP1",238,357
"ENSG00000136169.16","SETDB2",174,254
"ENSG00000136193.16","SCRN1",2851,3003
"ENSG00000136197.12","C7orf25",13,17
"ENSG00000136205.16","TNS3",2501,1847
"ENSG00000136206.3","SPDYE1",2,NA
"ENSG00000136213.9","CHST12",180,206
"ENSG00000136231.13","IGF2BP3",351,296
"ENSG00000136235.16","GPNMB",813,2886
"ENSG00000136237.18","RAPGEF5",240,254
"ENSG00000136238.17","RAC1",2106,2367
"ENSG00000136240.9","KDELR2",1381,1923
"ENSG00000136243.16","NUPL2",249,360
"ENSG00000136244.11","IL6",8,7
"ENSG00000136247.14","ZDHHC4",250,235
"ENSG00000136250.11","AOAH",2,15
"ENSG00000136261.14","BZW2",613,795
"ENSG00000136270.13","TBRG4",2357,2527
"ENSG00000136271.10","DDX56",1201,1283
"ENSG00000136273.12","HUS1",274,408
"ENSG00000136274.8","NACAD",64,12
"ENSG00000136279.20","DBNL",2229,1835
"ENSG00000136280.16","CCM2",949,1120
"ENSG00000136286.15","MYO1G",39,21
"ENSG00000136295.14","TTYH3",925,921
"ENSG00000136305.11","CIDEB",64,65
"ENSG00000136319.11","TTC5",321,320
"ENSG00000136327.6","NKX2-8",34,49
"ENSG00000136352.17","NKX2-1",8,20
"ENSG00000136367.13","ZFHX2",80,96
"ENSG00000136371.10","MTHFS",110,123
"ENSG00000136378.14","ADAMTS7",4,2
"ENSG00000136379.11","ABHD17C",182,269
"ENSG00000136381.12","IREB2",821,968
"ENSG00000136383.6","ALPK3",115,87
"ENSG00000136404.15","TM6SF1",16,9
"ENSG00000136425.13","CIB2",NA,1
"ENSG00000136436.14","CALCOCO2",732,1099
"ENSG00000136444.9","RSAD1",559,631
"ENSG00000136448.11","NMT1",1514,2027
"ENSG00000136449.13","MYCBPAP",4,NA
"ENSG00000136450.12","SRSF1",1939,2452
"ENSG00000136451.8","VEZF1",2194,1451
"ENSG00000136457.9","CHAD",3,7
"ENSG00000136463.7","TACO1",345,472
"ENSG00000136478.7","TEX2",1030,1095
"ENSG00000136485.14","DCAF7",2283,3367
"ENSG00000136490.8","LIMD2",60,49
"ENSG00000136492.8","BRIP1",507,509
"ENSG00000136504.11","KAT7",1156,1116
"ENSG00000136514.2","RTP4",37,21
"ENSG00000136518.16","ACTL6A",939,1470
"ENSG00000136521.12","NDUFB5",1389,1521
"ENSG00000136522.13","MRPL47",326,544
"ENSG00000136527.17","TRA2B",2416,3091
"ENSG00000136531.15","SCN2A",3,2
"ENSG00000136536.14","MARCH7",1605,2026
"ENSG00000136541.14","ERMN",4,4
"ENSG00000136542.8","GALNT5",2,4
"ENSG00000136546.14","SCN7A",2,NA
"ENSG00000136560.13","TANK",390,569
"ENSG00000136574.17","GATA4",27,38
"ENSG00000136603.13","SKIL",5125,464
"ENSG00000136628.17","EPRS",2432,3083
"ENSG00000136630.12","HLX",55,12
"ENSG00000136631.14","VPS45",428,687
"ENSG00000136634.6","IL10",4,5
"ENSG00000136636.12","KCTD3",1262,1588
"ENSG00000136643.11","RPS6KC1",337,436
"ENSG00000136682.14","CBWD2",807,727
"ENSG00000136688.10","IL36G",1,3
"ENSG00000136689.18","IL1RN",340,645
"ENSG00000136695.14","IL36RN",1,7
"ENSG00000136699.19","SMPD4",1326,1576
"ENSG00000136709.11","WDR33",1332,1652
"ENSG00000136710.9","CCDC115",496,760
"ENSG00000136715.18","SAP130",448,964
"ENSG00000136717.14","BIN1",929,933
"ENSG00000136718.9","IMP4",1210,1517
"ENSG00000136720.6","HS6ST1",3460,2975
"ENSG00000136731.12","UGGT1",1703,2090
"ENSG00000136732.15","GYPC",9,17
"ENSG00000136738.14","STAM",145,240
"ENSG00000136754.17","ABI1",532,631
"ENSG00000136758.18","YME1L1",1255,1634
"ENSG00000136770.10","DNAJC1",142,185
"ENSG00000136783.9","NIPSNAP3A",541,567
"ENSG00000136802.11","LRRC8A",1150,1197
"ENSG00000136807.13","CDK9",970,1225
"ENSG00000136810.12","TXN",3606,4058
"ENSG00000136811.16","ODF2",1061,1496
"ENSG00000136813.14","ECPAS",2070,1461
"ENSG00000136816.15","TOR1B",578,596
"ENSG00000136819.15","C9orf78",713,1007
"ENSG00000136824.18","SMC2",851,1619
"ENSG00000136826.14","KLF4",479,143
"ENSG00000136827.11","TOR1A",986,1012
"ENSG00000136828.18","RALGPS1",532,505
"ENSG00000136830.11","FAM129B",9752,10360
"ENSG00000136834.3","OR1J1",NA,1
"ENSG00000136840.18","ST6GALNAC4",715,440
"ENSG00000136842.13","TMOD1",2742,6138
"ENSG00000136848.17","DAB2IP",2070,1692
"ENSG00000136854.20","STXBP1",785,1072
"ENSG00000136856.17","SLC2A8",256,295
"ENSG00000136859.9","ANGPTL2",106,58
"ENSG00000136861.17","CDK5RAP2",1324,1813
"ENSG00000136866.13","ZFP37",23,19
"ENSG00000136867.10","SLC31A2",92,156
"ENSG00000136868.10","SLC31A1",850,1286
"ENSG00000136869.14","TLR4",31,19
"ENSG00000136870.10","ZNF189",278,355
"ENSG00000136872.18","ALDOB",1,2
"ENSG00000136874.10","STX17",307,435
"ENSG00000136875.12","PRPF4",795,1099
"ENSG00000136877.14","FPGS",1623,1395
"ENSG00000136878.12","USP20",391,477
"ENSG00000136881.11","BAAT",10,9
"ENSG00000136883.14","KIF12",201,302
"ENSG00000136888.6","ATP6V1G1",1111,1619
"ENSG00000136891.13","TEX10",768,1228
"ENSG00000136895.18","GARNL3",252,190
"ENSG00000136897.7","MRPL50",283,427
"ENSG00000136908.17","DPM2",740,892
"ENSG00000136918.7","WDR38",47,2
"ENSG00000136925.14","TSTD2",600,664
"ENSG00000136928.6","GABBR2",20,1
"ENSG00000136930.12","PSMB7",1634,1941
"ENSG00000136931.9","NR5A1",NA,1
"ENSG00000136932.13","TRMO",226,191
"ENSG00000136933.16","RABEPK",374,271
"ENSG00000136935.13","GOLGA1",409,322
"ENSG00000136936.10","XPA",218,211
"ENSG00000136937.12","NCBP1",697,873
"ENSG00000136938.8","ANP32B",2195,3258
"ENSG00000136940.13","PDCL",432,843
"ENSG00000136942.14","RPL35",11346,9598
"ENSG00000136943.10","CTSV",447,673
"ENSG00000136944.17","LMX1B",59,38
"ENSG00000136950.13","ARPC5L",585,1195
"ENSG00000136960.12","ENPP2",25,86
"ENSG00000136982.5","DSCC1",288,749
"ENSG00000136986.9","DERL1",3036,3881
"ENSG00000136997.17","MYC",3754,1058
"ENSG00000136999.4","NOV",384,404
"ENSG00000137033.11","IL33",2,9
"ENSG00000137038.7","DMAC1",1139,1338
"ENSG00000137040.9","RANBP6",299,295
"ENSG00000137054.15","POLR1E",549,399
"ENSG00000137055.14","PLAA",455,723
"ENSG00000137070.17","IL11RA",52,33
"ENSG00000137073.21","UBAP2",998,968
"ENSG00000137074.18","APTX",327,471
"ENSG00000137075.17","RNF38",610,559
"ENSG00000137076.20","TLN1",5416,4583
"ENSG00000137078.8","SIT1",NA,2
"ENSG00000137090.11","DMRT1",20,113
"ENSG00000137094.14","DNAJB5",168,505
"ENSG00000137098.13","SPAG8",124,60
"ENSG00000137100.15","DCTN3",564,987
"ENSG00000137101.12","CD72",22,38
"ENSG00000137103.19","TMEM8B",425,292
"ENSG00000137106.17","GRHPR",1858,1979
"ENSG00000137124.7","ALDH1B1",573,620
"ENSG00000137133.10","HINT2",200,428
"ENSG00000137135.17","ARHGEF39",256,595
"ENSG00000137142.4","IGFBPL1",6,11
"ENSG00000137145.20","DENND4C",1258,1183
"ENSG00000137154.12","RPS6",34733,20741
"ENSG00000137161.16","CNPY3",448,328
"ENSG00000137166.14","FOXP4",439,409
"ENSG00000137168.7","PPIL1",241,320
"ENSG00000137171.14","KLC4",249,232
"ENSG00000137177.19","KIF13A",655,755
"ENSG00000137185.12","ZSCAN9",75,98
"ENSG00000137193.13","PIM1",359,238
"ENSG00000137198.9","GMPR",999,968
"ENSG00000137200.12","CMTR1",511,463
"ENSG00000137203.11","TFAP2A",125,185
