"ensembl_gene_rec","gene_name","d0_rc","d6_rc"
"ENSG00000116824.4","CD2",2,NA
"ENSG00000116830.11","TTF2",544,977
"ENSG00000116833.13","NR5A2",73,90
"ENSG00000116852.14","KIF21B",137,181
"ENSG00000116857.16","TMEM9",1937,1886
"ENSG00000116863.10","ADPRHL2",440,401
"ENSG00000116871.15","MAP7D1",1710,1622
"ENSG00000116874.11","WARS2",633,464
"ENSG00000116883.8","AL591845.1",174,145
"ENSG00000116885.18","OSCP1",155,55
"ENSG00000116898.11","MRPS15",447,747
"ENSG00000116903.7","EXOC8",431,480
"ENSG00000116906.12","GNPAT",574,661
"ENSG00000116918.13","TSNAX",841,861
"ENSG00000116922.14","C1orf109",259,306
"ENSG00000116954.7","RRAGC",377,426
"ENSG00000116962.14","NID1",10,30
"ENSG00000116977.18","LGALS8",722,919
"ENSG00000116983.12","HPCAL4",5,4
"ENSG00000116984.12","MTR",1143,899
"ENSG00000116985.11","BMP8B",27,63
"ENSG00000116990.10","MYCL",134,75
"ENSG00000116991.10","SIPA1L2",675,444
"ENSG00000117000.8","RLF",712,490
"ENSG00000117009.11","KMO",49,64
"ENSG00000117010.16","ZNF684",66,56
"ENSG00000117013.15","KCNQ4",24,25
"ENSG00000117016.9","RIMS3",158,137
"ENSG00000117020.16","AKT3",6,6
"ENSG00000117036.11","ETV3",1841,1104
"ENSG00000117054.13","ACADM",657,851
"ENSG00000117069.14","ST6GALNAC5",297,96
"ENSG00000117091.9","CD48",22,73
"ENSG00000117114.19","ADGRL2",2370,847
"ENSG00000117115.12","PADI2",194,196
"ENSG00000117118.9","SDHB",580,804
"ENSG00000117122.13","MFAP2",796,305
"ENSG00000117133.10","RPF1",394,423
"ENSG00000117139.17","KDM5B",4864,3556
"ENSG00000117143.13","UAP1",541,676
"ENSG00000117151.12","CTBS",232,241
"ENSG00000117152.13","RGS4",27,10
"ENSG00000117153.15","KLHL12",1169,1366
"ENSG00000117155.16","SSX2IP",391,410
"ENSG00000117174.10","ZNHIT6",495,379
"ENSG00000117215.14","PLA2G2D",NA,65
"ENSG00000117222.13","RBBP5",649,809
"ENSG00000117226.11","GBP3",309,288
"ENSG00000117228.9","GBP1",973,115
"ENSG00000117242.7","PINK1-AS",350,286
"ENSG00000117245.12","KIF17",38,48
"ENSG00000117262.18","GPR89A",240,229
"ENSG00000117266.15","CDK18",631,1097
"ENSG00000117280.12","RAB29",433,927
"ENSG00000117281.15","CD160",3,3
"ENSG00000117298.15","ECE1",2380,3342
"ENSG00000117305.14","HMGCL",308,336
"ENSG00000117308.14","GALE",1036,1287
"ENSG00000117318.8","ID3",150,55
"ENSG00000117322.17","CR2",11,10
"ENSG00000117335.19","CD46",5643,7376
"ENSG00000117360.12","PRPF3",1071,1058
"ENSG00000117362.12","APH1A",4801,4811
"ENSG00000117385.15","P3H1",294,311
"ENSG00000117394.21","SLC2A1",5828,1916
"ENSG00000117395.12","EBNA1BP2",687,644
"ENSG00000117399.13","CDC20",194,717
"ENSG00000117407.16","ARTN",73,133
"ENSG00000117408.10","IPO13",349,450
"ENSG00000117410.13","ATP6V0B",1572,1750
"ENSG00000117411.16","B4GALT2",546,490
"ENSG00000117419.15","ERI3",497,375
"ENSG00000117425.13","PTCH2",5,10
"ENSG00000117448.13","AKR1A1",744,710
"ENSG00000117450.13","PRDX1",2609,4444
"ENSG00000117461.14","PIK3R3",278,455
"ENSG00000117472.9","TSPAN1",1051,721
"ENSG00000117475.13","BLZF1",539,616
"ENSG00000117477.12","CCDC181",20,16
"ENSG00000117479.13","SLC19A2",506,495
"ENSG00000117480.15","FAAH",231,150
"ENSG00000117481.10","NSUN4",351,485
"ENSG00000117500.12","TMED5",725,861
"ENSG00000117501.14","MROH9",1,NA
"ENSG00000117505.12","DR1",914,827
"ENSG00000117519.15","CNN3",1695,1492
"ENSG00000117523.16","PRRC2C",6511,5155
"ENSG00000117525.13","F3",376,140
"ENSG00000117528.12","ABCD3",350,642
"ENSG00000117533.14","VAMP4",348,392
"ENSG00000117543.20","DPH5",185,227
"ENSG00000117569.18","PTBP2",483,339
"ENSG00000117586.10","TNFSF4",37,40
"ENSG00000117592.8","PRDX6",4026,4275
"ENSG00000117593.10","DARS2",801,1426
"ENSG00000117594.9","HSD11B1",2,2
"ENSG00000117595.11","IRF6",1148,1130
"ENSG00000117597.17","UTP25",563,327
"ENSG00000117600.12","PLPPR4",14,NA
"ENSG00000117601.13","SERPINC1",NA,4
"ENSG00000117602.11","RCAN3",834,457
"ENSG00000117614.9","SYF2",794,697
"ENSG00000117616.17","RSRP1",837,1091
"ENSG00000117620.14","SLC35A3",753,701
"ENSG00000117625.13","RCOR3",1058,1015
"ENSG00000117632.22","STMN1",3693,2460
"ENSG00000117640.17","MTFR1L",577,371
"ENSG00000117643.14","MAN1C1",38,14
"ENSG00000117650.12","NEK2",172,399
"ENSG00000117676.13","RPS6KA1",557,824
"ENSG00000117682.16","DHDDS",456,514
"ENSG00000117691.9","NENF",330,280
"ENSG00000117697.14","NSL1",332,422
"ENSG00000117707.15","PROX1",1,2
"ENSG00000117713.19","ARID1A",3320,2468
"ENSG00000117724.12","CENPF",1083,1720
"ENSG00000117748.9","RPA2",397,548
"ENSG00000117751.17","PPP1R8",780,745
"ENSG00000117758.13","STX12",510,656
"ENSG00000117791.15","MARC2",41,62
"ENSG00000117859.18","OSBPL9",987,1125
"ENSG00000117862.12","TXNDC12",196,233
"ENSG00000117868.15","ESYT2",3566,1926
"ENSG00000117877.10","CD3EAP",183,166
"ENSG00000117899.10","MESD",892,928
"ENSG00000117906.13","RCN2",2590,2455
"ENSG00000117971.11","CHRNB4",6,4
"ENSG00000117983.17","MUC5B",2,8
"ENSG00000117984.13","CTSD",4351,6906
"ENSG00000118004.17","COLEC11",9,4
"ENSG00000118007.12","STAG1",673,565
"ENSG00000118046.14","STK11",515,597
"ENSG00000118058.21","KMT2A",1635,1603
"ENSG00000118094.11","TREH",26,10
"ENSG00000118096.7","IFT46",282,222
"ENSG00000118113.11","MMP8",NA,11
"ENSG00000118137.9","APOA1",372,146
"ENSG00000118156.12","ZNF541",2,7
"ENSG00000118160.13","SLC8A2",2,3
"ENSG00000118162.13","KPTN",63,80
"ENSG00000118181.10","RPS25",3440,2581
"ENSG00000118193.11","KIF14",254,692
"ENSG00000118194.18","TNNT2",193,15
"ENSG00000118197.13","DDX59",360,296
"ENSG00000118200.14","CAMSAP2",1438,1167
"ENSG00000118217.5","ATF6",1624,1521
"ENSG00000118242.15","MREG",469,549
"ENSG00000118246.13","FASTKD2",891,757
"ENSG00000118257.16","NRP2",853,443
"ENSG00000118260.14","CREB1",1347,1108
"ENSG00000118263.14","KLF7",981,205
"ENSG00000118276.11","B4GALT6",101,188
"ENSG00000118292.8","C1orf54",50,55
"ENSG00000118298.11","CA14",9,7
"ENSG00000118307.18","CASC1",143,68
"ENSG00000118308.15","LRMP",6,6
"ENSG00000118322.13","ATP10B",229,35
"ENSG00000118363.11","SPCS2",1529,1255
"ENSG00000118369.12","USP35",281,273
"ENSG00000118402.5","ELOVL4",25,31
"ENSG00000118407.14","FILIP1",76,74
"ENSG00000118412.12","CASP8AP2",768,877
"ENSG00000118418.14","HMGN3",974,988
"ENSG00000118420.16","UBE3D",61,63
"ENSG00000118432.12","CNR1",1,1
"ENSG00000118454.12","ANKRD13C",461,468
"ENSG00000118473.21","SGIP1",23,1
"ENSG00000118482.11","PHF3",1153,1063
"ENSG00000118492.16","ADGB",6,3
"ENSG00000118495.19","PLAGL1",356,211
"ENSG00000118496.4","FBXO30",236,455
"ENSG00000118503.14","TNFAIP3",1301,1959
"ENSG00000118507.16","AKAP7",15,25
"ENSG00000118508.4","RAB32",206,189
"ENSG00000118513.18","MYB",116,111
"ENSG00000118514.13","ALDH8A1",29,16
"ENSG00000118515.11","SGK1",1117,562
"ENSG00000118518.15","RNF146",774,752
"ENSG00000118523.5","CTGF",3599,600
"ENSG00000118557.15","PMFBP1",75,25
"ENSG00000118564.14","FBXL5",848,999
"ENSG00000118579.12","MED28",1708,1368
"ENSG00000118596.11","SLC16A7",49,9
"ENSG00000118600.11","RXYLT1",300,345
"ENSG00000118620.12","ZNF430",168,237
"ENSG00000118640.10","VAMP8",1448,1214
"ENSG00000118655.5","DCLRE1B",145,184
"ENSG00000118680.13","MYL12B",6273,5969
"ENSG00000118689.14","FOXO3",2852,2154
"ENSG00000118690.12","ARMC2",122,41
"ENSG00000118705.16","RPN2",8796,10101
"ENSG00000118707.9","TGIF2",3239,1236
"ENSG00000118729.11","CASQ2",7,NA
"ENSG00000118733.16","OLFM3",NA,1
"ENSG00000118762.7","PKD2",590,389
"ENSG00000118777.11","ABCG2",1,1
"ENSG00000118785.13","SPP1",6859,1119
"ENSG00000118804.8","STBD1",56,39
"ENSG00000118816.9","CCNI",3132,3619
"ENSG00000118849.9","RARRES1",82,14
"ENSG00000118855.18","MFSD1",630,641
"ENSG00000118873.15","RAB3GAP2",1214,1229
"ENSG00000118894.14","EEF2KMT",184,166
"ENSG00000118898.15","PPL",5649,4677
"ENSG00000118900.14","UBN1",1451,1484
"ENSG00000118922.17","KLF12",710,271
"ENSG00000118939.17","UCHL3",86,224
"ENSG00000118946.11","PCDH17",721,500
"ENSG00000118960.12","HS1BP3",605,619
"ENSG00000118961.14","LDAH",150,156
"ENSG00000118965.14","WDR35",850,357
"ENSG00000118971.7","CCND2",21,13
"ENSG00000118976.5","OTUD4P1",1,1
"ENSG00000118985.15","ELL2",175,215
"ENSG00000118997.13","DNAH7",183,41
"ENSG00000119004.15","CYP20A1",243,171
"ENSG00000119013.8","NDUFB3",643,614
"ENSG00000119041.10","GTF3C3",1414,1284
"ENSG00000119042.16","SATB2",2,5
"ENSG00000119048.7","UBE2B",1130,975
"ENSG00000119121.21","TRPM6",NA,1
"ENSG00000119125.16","GDA",44,850
"ENSG00000119138.4","KLF9",160,163
"ENSG00000119139.19","TJP2",398,342
"ENSG00000119185.12","ITGB1BP1",1555,1974
"ENSG00000119203.13","CPSF3",1138,1171
"ENSG00000119227.7","PIGZ",6,63
"ENSG00000119231.10","SENP5",1451,1829
"ENSG00000119242.8","CCDC92",718,526
"ENSG00000119280.16","C1orf198",1718,992
"ENSG00000119283.15","TRIM67",5,2
"ENSG00000119285.10","HEATR1",1142,1004
"ENSG00000119314.15","PTBP3",2386,2315
"ENSG00000119318.12","RAD23B",2880,3920
"ENSG00000119321.8","FKBP15",661,672
"ENSG00000119326.14","CTNNAL1",261,623
"ENSG00000119328.11","FAM206A",342,286
"ENSG00000119333.11","WDR34",884,1028
"ENSG00000119335.16","SET",6302,6421
"ENSG00000119383.19","PTPA",2453,2465
"ENSG00000119392.14","GLE1",632,787
"ENSG00000119396.10","RAB14",1579,1641
"ENSG00000119397.16","CNTRL",474,328
"ENSG00000119401.10","TRIM32",224,212
"ENSG00000119402.16","FBXW2",1554,1482
"ENSG00000119403.14","PHF19",161,511
"ENSG00000119408.16","NEK6",270,282
"ENSG00000119411.10","BSPRY",266,409
"ENSG00000119414.11","PPP6C",678,689
"ENSG00000119421.6","NDUFA8",428,453
"ENSG00000119431.9","HDHD3",354,479
"ENSG00000119446.13","RBM18",458,403
"ENSG00000119457.7","SLC46A2",7,5
"ENSG00000119471.14","HSDL2",380,346
"ENSG00000119487.16","MAPKAP1",1105,993
"ENSG00000119508.17","NR4A3",85,8
"ENSG00000119509.12","INVS",196,200
"ENSG00000119514.6","GALNT12",412,446
"ENSG00000119522.16","DENND1A",438,327
"ENSG00000119523.9","ALG2",491,436
"ENSG00000119535.17","CSF3R",170,39
"ENSG00000119537.17","KDSR",778,538
"ENSG00000119541.9","VPS4B",1200,1401
"ENSG00000119547.5","ONECUT2",3,4
"ENSG00000119559.15","C19orf25",170,216
"ENSG00000119574.12","ZBTB45",272,181
"ENSG00000119596.17","YLPM1",1454,1025
"ENSG00000119599.16","DCAF4",166,222
"ENSG00000119608.12","PROX2",1,2
"ENSG00000119614.2","VSX2",1,NA
"ENSG00000119616.11","FCF1",779,615
"ENSG00000119630.13","PGF",93,51
"ENSG00000119632.3","IFI27L2",120,183
"ENSG00000119636.15","BBOF1",127,64
"ENSG00000119638.12","NEK9",744,732
"ENSG00000119640.8","ACYP1",87,55
"ENSG00000119650.12","IFT43",266,231
"ENSG00000119655.10","NPC2",2942,2049
"ENSG00000119661.14","DNAL1",556,446
"ENSG00000119669.4","IRF2BPL",2373,1425
"ENSG00000119673.14","ACOT2",97,113
"ENSG00000119681.11","LTBP2",1493,808
"ENSG00000119682.16","AREL1",1379,1325
"ENSG00000119684.15","MLH3",290,269
"ENSG00000119685.19","TTLL5",505,482
"ENSG00000119686.9","FLVCR2",60,43
"ENSG00000119688.20","ABCD4",1087,1241
"ENSG00000119689.14","DLST",1312,1505
"ENSG00000119698.11","PPP4R4",2,NA
"ENSG00000119699.7","TGFB3",124,44
"ENSG00000119703.13","ZC2HC1C",77,83
"ENSG00000119705.9","SLIRP",274,288
"ENSG00000119707.13","RBM25",5052,4285
"ENSG00000119711.12","ALDH6A1",388,339
"ENSG00000119714.10","GPR68",1,13
"ENSG00000119715.15","ESRRB",38,6
"ENSG00000119718.10","EIF2B2",244,244
"ENSG00000119720.17","NRDE2",749,521
"ENSG00000119723.16","COQ6",246,255
"ENSG00000119725.18","ZNF410",64,65
"ENSG00000119729.11","RHOQ",1506,1802
"ENSG00000119737.5","GPR75",69,40
"ENSG00000119760.15","SUPT7L",1505,1168
"ENSG00000119771.14","KLHL29",630,368
"ENSG00000119772.16","DNMT3A",4352,2360
"ENSG00000119777.19","TMEM214",1215,1452
"ENSG00000119778.14","ATAD2B",420,454
"ENSG00000119782.13","FKBP1B",170,134
"ENSG00000119787.13","ATL2",2787,2241
"ENSG00000119801.12","YPEL5",1719,1663
"ENSG00000119812.18","FAM98A",714,1196
"ENSG00000119820.10","YIPF4",2236,2038
"ENSG00000119844.15","AFTPH",1402,1310
"ENSG00000119862.12","LGALSL",317,432
"ENSG00000119865.8","CNRIP1",5,11
"ENSG00000119866.21","BCL11A",290,89
"ENSG00000119878.5","CRIPT",580,481
"ENSG00000119888.10","EPCAM",11508,9128
"ENSG00000119899.12","SLC17A5",1252,1797
"ENSG00000119900.8","OGFRL1",359,503
"ENSG00000119906.12","SLF2",899,1113
"ENSG00000119912.16","IDE",669,1262
"ENSG00000119915.4","ELOVL3",10,46
"ENSG00000119917.13","IFIT3",581,595
"ENSG00000119922.9","IFIT2",497,425
"ENSG00000119927.13","GPAM",314,180
"ENSG00000119929.12","CUTC",135,159
"ENSG00000119938.8","PPP1R3C",15,13
"ENSG00000119943.12","PYROXD2",121,61
"ENSG00000119946.10","CNNM1",1,NA
"ENSG00000119950.20","MXI1",1263,586
"ENSG00000119953.12","SMNDC1",718,741
"ENSG00000119965.12","C10orf88",167,310
"ENSG00000119969.14","HELLS",279,439
"ENSG00000119977.20","TCTN3",812,554
"ENSG00000119979.17","FAM45A",476,880
"ENSG00000119986.6","AVPI1",162,251
"ENSG00000120008.15","WDR11",1611,1437
"ENSG00000120029.12","ARMH3",536,497
"ENSG00000120049.19","KCNIP2",61,66
"ENSG00000120051.14","CFAP58",13,4
"ENSG00000120053.11","GOT1",611,1000
"ENSG00000120055.7","C10orf95",51,45
"ENSG00000120057.4","SFRP5",7,18
"ENSG00000120063.9","GNA13",1237,1219
"ENSG00000120068.6","HOXB8",245,290
"ENSG00000120071.14","KANSL1",1384,799
"ENSG00000120075.5","HOXB5",580,731
"ENSG00000120088.14","CRHR1",1,NA
"ENSG00000120093.11","HOXB3",2923,2879
"ENSG00000120094.7","HOXB1",1,NA
"ENSG00000120129.5","DUSP1",1339,509
"ENSG00000120137.6","PANK3",1509,1936
"ENSG00000120149.8","MSX2",2,NA
"ENSG00000120156.20","TEK",1,2
"ENSG00000120158.11","RCL1",140,126
"ENSG00000120159.12","CAAP1",316,490
"ENSG00000120160.10","EQTN",1,1
"ENSG00000120162.9","MOB3B",472,410
"ENSG00000120210.7","INSL6",1,NA
"ENSG00000120211.4","INSL4",1,NA
"ENSG00000120217.13","CD274",16,32
"ENSG00000120251.19","GRIA2",48,11
"ENSG00000120253.13","NUP43",501,717
"ENSG00000120254.15","MTHFD1L",740,536
"ENSG00000120256.10","LRP11",70,103
"ENSG00000120262.9","CCDC170",48,38
"ENSG00000120265.17","PCMT1",1039,1206
"ENSG00000120278.16","PLEKHG1",1052,1059
"ENSG00000120280.5","CXorf21",12,4
"ENSG00000120306.10","CYSTM1",300,497
"ENSG00000120314.18","WDR55",978,976
"ENSG00000120318.15","ARAP3",411,422
"ENSG00000120322.3","PCDHB8",34,12
"ENSG00000120324.8","PCDHB10",22,13
"ENSG00000120327.6","PCDHB14",131,46
"ENSG00000120328.6","PCDHB12",105,27
"ENSG00000120329.6","SLC25A2",1,NA
"ENSG00000120332.15","TNN",1,NA
"ENSG00000120333.4","MRPS14",364,353
"ENSG00000120334.15","CENPL",160,265
"ENSG00000120337.8","TNFSF18",1,NA
"ENSG00000120341.18","SEC16B",13,1
"ENSG00000120370.12","GORAB",284,277
"ENSG00000120437.8","ACAT2",295,3020
"ENSG00000120438.11","TCP1",4905,4587
"ENSG00000120440.14","TTLL2",NA,2
"ENSG00000120451.10","SNX19",1335,1375
"ENSG00000120457.11","KCNJ5",28,31
"ENSG00000120458.11","MSANTD2",249,171
"ENSG00000120471.15","TP53AIP1",NA,4
"ENSG00000120509.10","PDZD11",168,210
"ENSG00000120519.14","SLC10A7",99,144
"ENSG00000120526.10","NUDCD1",777,629
"ENSG00000120533.12","ENY2",1375,1163
"ENSG00000120539.14","MASTL",302,729
"ENSG00000120549.17","KIAA1217",4051,2399
"ENSG00000120555.13","SEPT7P9",4,4
"ENSG00000120594.16","PLXDC2",1046,281
"ENSG00000120616.15","EPC1",1105,623
"ENSG00000120645.11","IQSEC3",347,186
"ENSG00000120647.9","CCDC77",168,222
"ENSG00000120656.11","TAF12",167,169
"ENSG00000120658.13","ENOX1",9,7
"ENSG00000120662.15","MTRF1",248,227
"ENSG00000120664.10","SPART-AS1",4,1
"ENSG00000120669.15","SOHLH2",10,32
"ENSG00000120675.5","DNAJC15",20,6
"ENSG00000120685.19","PROSER1",1381,1627
"ENSG00000120686.11","UFM1",1711,1430
"ENSG00000120688.8","WBP4",337,390
"ENSG00000120690.15","ELF1",1962,1461
"ENSG00000120693.13","SMAD9",9,3
"ENSG00000120694.19","HSPH1",5577,3933
"ENSG00000120696.8","KBTBD7",212,240
"ENSG00000120697.8","ALG5",389,299
"ENSG00000120699.12","EXOSC8",414,695
"ENSG00000120705.12","ETF1",1870,1827
"ENSG00000120708.16","TGFBI",570,179
"ENSG00000120709.10","FAM53C",989,856
"ENSG00000120725.12","SIL1",365,486
"ENSG00000120727.12","PAIP2",843,958
"ENSG00000120733.13","KDM3B",1991,1457
"ENSG00000120738.7","EGR1",2707,147
"ENSG00000120742.10","SERP1",2325,2274
"ENSG00000120756.12","PLS1",390,718
"ENSG00000120784.16","ZFP30",197,209
"ENSG00000120798.16","NR2C1",577,542
"ENSG00000120800.4","UTP20",568,464
"ENSG00000120802.13","TMPO",2100,3291
"ENSG00000120805.13","ARL1",1730,1838
"ENSG00000120820.12","GLT8D2",4,3
"ENSG00000120832.9","MTERF2",220,193
"ENSG00000120833.13","SOCS2",13,16
"ENSG00000120837.7","NFYB",562,413
"ENSG00000120860.10","WASHC3",201,199
"ENSG00000120868.13","APAF1",906,776
"ENSG00000120875.8","DUSP4",1694,3251
"ENSG00000120885.21","CLU",6708,6365
"ENSG00000120889.12","TNFRSF10B",2680,4321
"ENSG00000120896.13","SORBS3",2093,2113
"ENSG00000120899.17","PTK2B",1039,845
"ENSG00000120903.12","CHRNA2",1,NA
"ENSG00000120907.17","ADRA1A",2,NA
"ENSG00000120910.14","PPP3CC",185,222
"ENSG00000120913.23","PDLIM2",682,505
"ENSG00000120915.13","EPHX2",277,171
"ENSG00000120925.15","RNF170",764,770
"ENSG00000120942.13","UBIAD1",297,147
"ENSG00000120948.17","TARDBP",2127,2094
"ENSG00000120949.14","TNFRSF8",8,13
"ENSG00000120952.4","PRAMEF2",NA,1
"ENSG00000120963.11","ZNF706",2024,1245
"ENSG00000120992.17","LYPLA1",1551,2030
"ENSG00000121005.8","CRISPLD1",268,266
"ENSG00000121022.13","COPS5",1379,1709
"ENSG00000121039.9","RDH10",201,293
"ENSG00000121053.5","EPX",1,NA
"ENSG00000121057.12","AKAP1",688,651
"ENSG00000121058.4","COIL",536,517
"ENSG00000121060.17","TRIM25",1685,2348
"ENSG00000121064.12","SCPEP1",559,1214
"ENSG00000121067.17","SPOP",565,604
"ENSG00000121068.13","TBX2",1706,680
"ENSG00000121073.14","SLC35B1",1025,1263
"ENSG00000121089.4","NACA3P",2,5
"ENSG00000121101.15","TEX14",21,6
"ENSG00000121104.7","FAM117A",236,424
"ENSG00000121152.9","NCAPH",149,414
"ENSG00000121207.11","LRAT",35,21
"ENSG00000121210.15","TMEM131L",48,70
"ENSG00000121211.7","MND1",26,55
"ENSG00000121236.20","TRIM6",38,31
"ENSG00000121270.15","ABCC11",9,10
"ENSG00000121274.12","TENT4B",274,268
"ENSG00000121281.12","ADCY7",542,345
"ENSG00000121289.17","CEP89",533,387
"ENSG00000121297.6","TSHZ3",5,8
"ENSG00000121310.16","ECHDC2",770,741
"ENSG00000121314.2","TAS2R8",1,NA
"ENSG00000121316.10","PLBD1",233,112
"ENSG00000121318.2","TAS2R10",3,2
"ENSG00000121350.15","PYROXD1",473,494
"ENSG00000121377.2","TAS2R7",NA,2
"ENSG00000121380.12","BCL2L14",9,6
"ENSG00000121390.18","PSPC1",1341,1542
"ENSG00000121406.8","ZNF549",227,157
"ENSG00000121410.11","A1BG",1,1
"ENSG00000121413.12","ZSCAN18",1817,1214
"ENSG00000121417.13","ZNF211",230,126
"ENSG00000121440.14","PDZRN3",94,6
"ENSG00000121454.5","LHX4",19,27
"ENSG00000121481.10","RNF2",601,463
"ENSG00000121486.11","TRMT1L",584,590
"ENSG00000121542.11","SEC22A",178,217
"ENSG00000121552.3","CSTA",10,9
"ENSG00000121577.13","POPDC2",18,15
"ENSG00000121578.12","B4GALT4",358,496
"ENSG00000121579.12","NAA50",1880,2506
"ENSG00000121594.11","CD80",5,5
"ENSG00000121621.6","KIF18A",108,247
"ENSG00000121634.5","GJA8",12,NA
"ENSG00000121644.18","DESI2",1585,1650
"ENSG00000121653.11","MAPK8IP1",1222,585
"ENSG00000121671.11","CRY2",629,599
"ENSG00000121680.15","PEX16",346,356
"ENSG00000121690.10","DEPDC7",6,22
"ENSG00000121691.5","CAT",651,548
"ENSG00000121716.20","PILRB",372,678
"ENSG00000121741.16","ZMYM2",2921,2450
"ENSG00000121742.17","GJB6",15,3
"ENSG00000121743.3","GJA3",1,NA
"ENSG00000121749.15","TBC1D15",690,692
"ENSG00000121753.12","ADGRB2",274,284
"ENSG00000121764.11","HCRTR1",1,1
"ENSG00000121766.15","ZCCHC17",375,384
"ENSG00000121769.7","FABP3",175,29
"ENSG00000121774.17","KHDRBS1",3110,2464
"ENSG00000121775.17","TMEM39B",170,136
"ENSG00000121797.9","CCRL2",10,17
"ENSG00000121851.12","POLR3GL",171,172
"ENSG00000121858.10","TNFSF10",1449,187
"ENSG00000121864.9","ZNF639",896,873
"ENSG00000121879.4","PIK3CA",1602,1293
"ENSG00000121892.14","PDS5A",1916,1846
"ENSG00000121895.7","TMEM156",1,NA
"ENSG00000121897.14","LIAS",131,168
"ENSG00000121898.12","CPXM2",1607,1740
"ENSG00000121900.18","TMEM54",400,285
"ENSG00000121903.14","ZSCAN20",98,86
"ENSG00000121904.17","CSMD2",4,3
"ENSG00000121905.9","HPCA",5,2
"ENSG00000121931.15","LRIF1",304,537
"ENSG00000121933.18","TMIGD3",16,NA
"ENSG00000121940.15","CLCC1",2842,3843
"ENSG00000121957.13","GPSM2",1105,2516
"ENSG00000121964.14","GTDC1",160,146
"ENSG00000121966.6","CXCR4",41,26
"ENSG00000121988.17","ZRANB3",113,139
"ENSG00000121989.14","ACVR2A",301,222
"ENSG00000122008.15","POLK",370,412
"ENSG00000122012.13","SV2C",64,3
"ENSG00000122026.10","RPL21",4956,4702
"ENSG00000122033.14","MTIF3",302,261
"ENSG00000122034.14","GTF3A",842,1153
"ENSG00000122035.6","RASL11A",7,20
"ENSG00000122042.9","UBL3",1473,926
"ENSG00000122068.12","FYTTD1",2893,2930
"ENSG00000122085.16","MTERF4",349,327
"ENSG00000122121.10","XPNPEP2",2,NA
"ENSG00000122122.9","SASH3",47,32
"ENSG00000122126.16","OCRL",473,512
"ENSG00000122133.16","PAEP",8,6
"ENSG00000122136.13","OBP2A",12,NA
"ENSG00000122140.10","MRPS2",429,412
"ENSG00000122145.14","TBX22",1,NA
"ENSG00000122176.11","FMOD",192,60
"ENSG00000122188.12","LAX1",3,1
"ENSG00000122194.18","PLG",NA,5
"ENSG00000122203.14","KIAA1191",1486,1463
"ENSG00000122218.15","COPA",4350,4611
"ENSG00000122223.12","CD244",NA,5
"ENSG00000122224.17","LY9",1,3
"ENSG00000122254.6","HS3ST2",9,34
"ENSG00000122257.19","RBBP6",1970,1594
"ENSG00000122299.11","ZC3H7A",836,933
"ENSG00000122335.15","SERAC1",412,566
"ENSG00000122359.17","ANXA11",5042,4299
"ENSG00000122367.19","LDB3",16,5
"ENSG00000122376.11","SHLD2",700,766
"ENSG00000122378.13","PRXL2A",1359,2010
"ENSG00000122386.10","ZNF205",346,342
"ENSG00000122390.18","NAA60",962,766
"ENSG00000122406.13","RPL5",6165,4495
"ENSG00000122417.15","ODF2L",692,670
"ENSG00000122420.9","PTGFR",1,1
"ENSG00000122432.17","SPATA1",4,9
"ENSG00000122435.9","TRMT13",264,238
"ENSG00000122477.12","LRRC39",28,13
"ENSG00000122481.16","RWDD3",63,63
"ENSG00000122482.20","ZNF644",957,761
"ENSG00000122483.17","CCDC18",57,116
"ENSG00000122484.8","RPAP2",414,264
"ENSG00000122490.18","PQLC1",747,615
"ENSG00000122507.20","BBS9",173,168
"ENSG00000122512.15","PMS2",362,410
"ENSG00000122515.14","ZMIZ2",2515,1786
"ENSG00000122543.10","OCM",2,NA
"ENSG00000122545.19","SEPT7",2339,1973
"ENSG00000122547.10","EEPD1",58,61
"ENSG00000122550.17","KLHL7",659,521
"ENSG00000122557.9","HERPUD2",498,411
"ENSG00000122565.18","CBX3",3727,3028
"ENSG00000122566.21","HNRNPA2B1",12904,14155
"ENSG00000122574.10","WIPF3",31,54
"ENSG00000122585.7","NPY",75,10
"ENSG00000122591.11","FAM126A",185,217
"ENSG00000122641.10","INHBA",86,48
"ENSG00000122642.10","FKBP9",2607,2504
"ENSG00000122643.19","NT5C3A",436,453
"ENSG00000122644.12","ARL4A",161,113
"ENSG00000122674.11","CCZ1",483,424
"ENSG00000122678.16","POLM",597,541
"ENSG00000122679.8","RAMP3",NA,3
"ENSG00000122687.17","MRM2",432,489
"ENSG00000122691.12","TWIST1",3,NA
"ENSG00000122692.8","SMU1",905,761
"ENSG00000122694.15","GLIPR2",375,82
"ENSG00000122696.13","SLC25A51",124,148
"ENSG00000122705.16","CLTA",1728,1795
"ENSG00000122707.11","RECK",46,44
"ENSG00000122728.6","TAF1L",3,1
"ENSG00000122729.18","ACO1",284,432
"ENSG00000122733.12","PHF24",12,2
"ENSG00000122735.15","DNAI1",53,20
"ENSG00000122741.15","DCAF10",537,420
"ENSG00000122756.14","CNTFR",17,3
"ENSG00000122778.9","KIAA1549",528,359
"ENSG00000122779.17","TRIM24",694,605
"ENSG00000122783.16","CYREN",727,892
"ENSG00000122786.19","CALD1",3932,906
"ENSG00000122824.10","NUDT10",NA,1
"ENSG00000122861.15","PLAU",576,8337
